model,dataset,N,strategy_a,strategy_b,delta_mean,delta_std,delta_p25,delta_median,delta_p75,n_problems,wins_a,ties,wins_b,wilcoxon_p,adj_p_value
Qwen3-4B-Instruct-2507,aime2024,64,equal_mix,consensus_vote,0.004139743589743591,0.03278203168977484,0.0,0.0,0.0,26,3,21,2,0.49896229860376107,0.7353166906373405
Qwen3-4B-Instruct-2507,aime2024,64,T1.0,best_fixed_T,-0.0031525669619441032,0.030207290666332796,0.0,0.0,0.0,26,2,21,3,0.7353166906373405,0.7353166906373405
Qwen3-4B-Instruct-2507,aime2024,64,equal_mix,best_fixed_T,-0.013960258355965982,0.05402963747638025,0.0,0.0,0.0,26,1,22,3,0.49896229860376107,0.7353166906373405
Qwen3-4B-Instruct-2507,aime2024,128,T1.0,equal_mix,0.00886154031825807,0.03366589943156015,0.0,0.0,0.0,26,2,24,0,0.7353166906373405,0.7531523647659145
Qwen3-4B-Instruct-2507,aime2024,128,T1.0,consensus_vote,0.012246155702873456,0.0418537632256969,0.0,0.0,0.0,26,3,23,0,0.3104944343172349,0.5174907238620582
Qwen3-4B-Instruct-2507,aime2024,128,equal_mix,consensus_vote,0.003384615384615388,0.011301969270959352,0.0,0.0,0.0,26,3,23,0,0.09096894797535775,0.45484473987678875
Qwen3-4B-Instruct-2507,aime2024,128,T1.0,best_fixed_T,-0.006699999781491128,0.03780172723359607,0.0,0.0,0.0,26,1,24,1,0.7531523647659145,0.7531523647659145
Qwen3-4B-Instruct-2507,aime2024,128,equal_mix,best_fixed_T,-0.015561540099749197,0.05952512964611474,0.0,0.0,0.0,26,0,24,2,0.23672357063785732,0.5174907238620582
Qwen3-4B-Instruct-2507,aime2024,256,T1.0,equal_mix,0.005400000244837538,0.01909590626298817,0.0,0.0,0.0,26,2,24,0,0.06559969214707187,0.11371118496919719
Qwen3-4B-Instruct-2507,aime2024,256,T1.0,consensus_vote,0.008007692552529842,0.02876611853965459,0.0,0.0,0.0,26,2,24,0,0.09096894797535775,0.11371118496919719
Qwen3-4B-Instruct-2507,aime2024,256,equal_mix,consensus_vote,0.002607692307692304,0.012060942685442897,0.0,0.0,0.0,26,1,25,0,0.0903917145624604,0.11371118496919719
Qwen3-4B-Instruct-2507,aime2024,256,T1.0,best_fixed_T,-0.009111538972110093,0.04691101511610036,0.0,0.0,0.0,26,0,25,1,0.5929800980174267,0.5929800980174267
Qwen3-4B-Instruct-2507,aime2024,256,equal_mix,best_fixed_T,-0.014511539216947632,0.0625006267884008,0.0,0.0,0.0,26,0,24,2,0.04216819709715596,0.11371118496919719
Qwen3-4B-Instruct-2507,aime2024,512,T1.0,equal_mix,0.002434615397911806,0.009944604323063282,0.0,0.0,0.0,26,2,24,0,0.17971249487899976,0.2995208247983329
Qwen3-4B-Instruct-2507,aime2024,512,T1.0,consensus_vote,0.0055346153979118065,0.02199910804321436,0.0,0.0,0.0,26,2,24,0,0.17971249487899976,0.2995208247983329
Qwen3-4B-Instruct-2507,aime2024,512,equal_mix,consensus_vote,0.0031000000000000008,0.01863341085255193,0.0,0.0,0.0,26,1,24,1,0.6547208460185769,0.6547208460185769
Qwen3-4B-Instruct-2507,aime2024,512,T1.0,best_fixed_T,-0.010249999566720082,0.05226494780502329,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2024,512,equal_mix,best_fixed_T,-0.012684614964631887,0.06188448827497051,0.0,0.0,0.0,26,0,24,2,0.17971249487899976,0.2995208247983329
Qwen3-4B-Instruct-2507,aime2024,1024,T1.0,equal_mix,0.0005653846187087223,0.0027630334669949365,0.0,0.0,0.0,26,1,25,0,0.17971249487899976,0.2995208247983329
Qwen3-4B-Instruct-2507,aime2024,1024,T1.0,consensus_vote,0.003384615387939491,0.015778559943014435,0.0,0.0,0.0,26,1,25,0,0.17971249487899976,0.2995208247983329
Qwen3-4B-Instruct-2507,aime2024,1024,equal_mix,consensus_vote,0.0028192307692307683,0.015752638362655804,0.0,0.0,0.0,26,1,25,0,0.6547208460185769,0.6547208460185769
Qwen3-4B-Instruct-2507,aime2024,1024,T1.0,best_fixed_T,-0.0091884619771288,0.04685214692128509,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2024,1024,equal_mix,best_fixed_T,-0.009753846595837522,0.04961281697547324,0.0,0.0,0.0,26,0,25,1,0.17971249487899976,0.2995208247983329
Qwen3-4B-Instruct-2507,aime2024,1536,T1.0,equal_mix,8.461538899976473e-05,0.00043145551966004456,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.5288508464381902
Qwen3-4B-Instruct-2507,aime2024,1536,T1.0,consensus_vote,0.0027807692351536116,0.014405166272876713,0.0,0.0,0.0,26,1,25,0,0.6547208460185769,0.6547208460185769
Qwen3-4B-Instruct-2507,aime2024,1536,equal_mix,consensus_vote,0.0026961538461538473,0.014435303412654157,0.0,0.0,0.0,26,1,25,0,0.6547208460185769,0.6547208460185769
Qwen3-4B-Instruct-2507,aime2024,1536,T1.0,best_fixed_T,-0.008073077017727952,0.04116477724813227,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.5288508464381902
Qwen3-4B-Instruct-2507,aime2024,1536,equal_mix,best_fixed_T,-0.008157692406727717,0.04159623276779232,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.5288508464381902
Qwen3-4B-Instruct-2507,aime2024,2048,T1.0,equal_mix,4.615384834603621e-05,0.00023533937334384072,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.5288508464381902
Qwen3-4B-Instruct-2507,aime2024,2048,T1.0,consensus_vote,0.002476923079115267,0.012650290358015345,0.0,0.0,0.0,26,1,25,0,0.6547208460185769,0.6547208460185769
Qwen3-4B-Instruct-2507,aime2024,2048,equal_mix,consensus_vote,0.002430769230769231,0.012662251592217531,0.0,0.0,0.0,26,1,25,0,0.6547208460185769,0.6547208460185769
Qwen3-4B-Instruct-2507,aime2024,2048,T1.0,best_fixed_T,-0.006615384472892261,0.03373197451719636,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.5288508464381902
Qwen3-4B-Instruct-2507,aime2024,2048,equal_mix,best_fixed_T,-0.006661538321238298,0.033967313890540196,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.5288508464381902
Qwen3-4B-Instruct-2507,aime2025,1,T1.0,equal_mix,-0.02112727556225357,0.04854749600472502,-0.02395000848770143,-0.0032999976259190586,-5e-05,22,3,11,8,0.035479948495524216,0.05913324749254036
Qwen3-4B-Instruct-2507,aime2025,1,T1.0,consensus_vote,-0.02112727556225357,0.04854749600472502,-0.02395000848770143,-0.0032999976259190586,-5e-05,22,3,11,8,0.035479948495524216,0.05913324749254036
Qwen3-4B-Instruct-2507,aime2025,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,22,0,22,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2025,1,T1.0,best_fixed_T,-0.025872727536559316,0.052614587286230606,-0.02785000205039978,-0.005799997627036646,-0.0006499999726656824,22,2,10,10,0.00961307994613869,0.04806539973069345
Qwen3-4B-Instruct-2507,aime2025,1,equal_mix,best_fixed_T,-0.004745451974305745,0.015707952711915888,-0.005649999920278788,-0.0004999999839346856,0.0027500157481059433,22,1,17,4,0.2902231216430664,0.362778902053833
Qwen3-4B-Instruct-2507,aime2025,2,T1.0,equal_mix,-0.021986366074519568,0.04967567997398286,-0.025574985957145663,-0.006450011163949988,-0.0005499999821884558,22,2,11,9,0.01299939487368895,0.021665658122814915
Qwen3-4B-Instruct-2507,aime2025,2,T1.0,consensus_vote,-0.021986366074519568,0.04967567997398286,-0.025574985957145663,-0.006450011163949988,-0.0005499999821884558,22,2,11,9,0.01299939487368895,0.021665658122814915
Qwen3-4B-Instruct-2507,aime2025,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,22,0,22,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2025,2,T1.0,best_fixed_T,-0.023750004026541403,0.050665965709277797,-0.028224989771842957,-0.00650002108886838,-0.0005249999885563739,22,2,11,9,0.012942061290917144,0.021665658122814915
Qwen3-4B-Instruct-2507,aime2025,2,equal_mix,best_fixed_T,-0.0017636379520218342,0.007510028601294453,-0.004124999344348908,-9.815115459591798e-09,0.0018749890565872007,22,1,18,3,0.6327285766601562,0.7909107208251953
Qwen3-4B-Instruct-2507,aime2025,4,T1.0,equal_mix,-0.023616665202746114,0.05441257366129425,-0.011699999297782777,-0.0010166666479626048,-1.25e-05,22,3,13,6,0.0420199491044772,0.07300620589428986
Qwen3-4B-Instruct-2507,aime2025,4,T1.0,consensus_vote,-0.023616665202746114,0.05441257366129425,-0.011699999297782777,-0.0010166666479626048,-1.25e-05,22,3,13,6,0.0420199491044772,0.07300620589428986
Qwen3-4B-Instruct-2507,aime2025,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,22,0,22,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2025,4,T1.0,best_fixed_T,-0.02626894081582908,0.059930594562597084,-0.0076625004876405,-0.001616662135347724,-3.74913215637207e-05,22,3,14,5,0.04380372353657391,0.07300620589428986
Qwen3-4B-Instruct-2507,aime2025,4,equal_mix,best_fixed_T,-0.0026522756130829645,0.008729014297121132,-0.0017291666325492169,-0.00021666668358568796,8.751244544982911e-05,22,0,20,2,0.23218491408216846,0.29023114260271055
Qwen3-4B-Instruct-2507,aime2025,8,T1.0,equal_mix,-0.02210470066186673,0.05683668038543558,-0.0060320398087072265,-0.00023928571507783735,0.0,22,1,17,4,0.05262434185535094,0.13156085463837736
Qwen3-4B-Instruct-2507,aime2025,8,T1.0,consensus_vote,-0.02210470066186673,0.05683668038543558,-0.0060320398087072265,-0.00023928571507783735,0.0,22,1,17,4,0.05262434185535094,0.13156085463837736
Qwen3-4B-Instruct-2507,aime2025,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,22,0,22,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2025,8,T1.0,best_fixed_T,-0.03363475804871996,0.08047504376734398,-0.00851459358818829,0.0,0.0,22,1,16,5,0.11176874513967605,0.18628124189946008
Qwen3-4B-Instruct-2507,aime2025,8,equal_mix,best_fixed_T,-0.011530057386853232,0.02780137530382728,-0.0028533328794404164,0.0,0.0003278571428571428,22,0,18,4,0.24613691576742636,0.3076711447092829
Qwen3-4B-Instruct-2507,aime2025,16,T1.0,equal_mix,-0.021351724504172873,0.059860184957424865,-0.0014136217656763842,0.0,0.0,22,1,17,4,0.07473549830588254,0.18683874576470635
Qwen3-4B-Instruct-2507,aime2025,16,T1.0,consensus_vote,-0.01281281553435481,0.04865650576241635,-0.0008026785431179174,0.0,0.0,22,1,19,2,0.421578895217645,0.4703377962613965
Qwen3-4B-Instruct-2507,aime2025,16,equal_mix,consensus_vote,0.008538908969818066,0.02959812398932336,0.0,3.1746031746031738e-06,0.0003942765567765761,22,3,18,1,0.01922343909754908,0.09611719548774539
Qwen3-4B-Instruct-2507,aime2025,16,T1.0,best_fixed_T,-0.03924573423203335,0.10299873953491799,-0.0016270873893518,0.0,0.0,22,1,17,4,0.11666446478102344,0.19444077463503906
Qwen3-4B-Instruct-2507,aime2025,16,equal_mix,best_fixed_T,-0.017894009727860476,0.049139108857450924,-0.0003937501088716089,0.0,9.167911211649576e-05,22,0,18,4,0.4703377962613965,0.4703377962613965
Qwen3-4B-Instruct-2507,aime2025,32,T1.0,equal_mix,-0.021605683304648494,0.06126044722609491,-1.8749982188455736e-05,0.0,0.0,22,1,17,4,0.12348527214454898,0.1762426015044455
Qwen3-4B-Instruct-2507,aime2025,32,T1.0,consensus_vote,-0.0029159105773757673,0.049120463378138954,0.0,0.0,0.0,22,3,17,2,0.6744240722352938,0.6744240722352938
Qwen3-4B-Instruct-2507,aime2025,32,equal_mix,consensus_vote,0.018689772727272732,0.06591653381941433,0.0,0.0,7.500000000000001e-05,22,3,18,1,0.14099408120355642,0.1762426015044455
Qwen3-4B-Instruct-2507,aime2025,32,T1.0,best_fixed_T,-0.048552268101378686,0.1350331772294779,-0.00014999999621068127,0.0,0.0,22,1,17,4,0.09690767987225447,0.1762426015044455
Qwen3-4B-Instruct-2507,aime2025,32,equal_mix,best_fixed_T,-0.026946584796730188,0.07632761123891826,-0.00012500000222353267,0.0,0.0,22,0,19,3,0.0687035743228782,0.1762426015044455
Qwen3-4B-Instruct-2507,aime2025,64,T1.0,equal_mix,-0.018327271066668132,0.05387467368538937,0.0,0.0,0.0,22,0,19,3,0.13801073756865956,0.23001789594776592
Qwen3-4B-Instruct-2507,aime2025,64,T1.0,consensus_vote,-0.00422272561212268,0.03285222496273772,0.0,0.0,0.0,22,2,18,2,0.6858304344516057,0.6858304344516057
Qwen3-4B-Instruct-2507,aime2025,64,equal_mix,consensus_vote,0.014104545454545453,0.04671449736505002,0.0,0.0,0.0,22,3,18,1,0.27332167829229814,0.34165209786537265
Qwen3-4B-Instruct-2507,aime2025,64,T1.0,best_fixed_T,-0.05552726783406053,0.1638051921721221,0.0,0.0,0.0,22,0,19,3,0.13801073756865956,0.23001789594776592
Qwen3-4B-Instruct-2507,aime2025,64,equal_mix,best_fixed_T,-0.03719999676739239,0.11516021840362603,0.0,0.0,0.0,22,0,19,3,0.043114446783075355,0.21557223391537678
Qwen3-4B-Instruct-2507,aime2025,128,T1.0,equal_mix,-0.014081819295544518,0.040302495577901665,0.0,0.0,0.0,22,0,19,3,0.10880943004054568,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,128,T1.0,consensus_vote,-0.007374243537968763,0.02217774694120222,0.0,0.0,0.0,22,0,19,3,0.14412703481601533,0.14412703481601533
Qwen3-4B-Instruct-2507,aime2025,128,equal_mix,consensus_vote,0.006707575757575756,0.021724143377436205,0.0,0.0,0.0,22,2,20,0,0.06788915486182899,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,128,T1.0,best_fixed_T,-0.0633272736502642,0.19623549122972114,0.0,0.0,0.0,22,0,19,3,0.10880943004054568,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,128,equal_mix,best_fixed_T,-0.04924545435471968,0.15731298255162304,0.0,0.0,0.0,22,0,19,3,0.10880943004054568,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,256,T1.0,equal_mix,-0.005881817001307554,0.017651295055379053,0.0,0.0,0.0,22,0,20,2,0.10880943004054568,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,256,T1.0,consensus_vote,-0.005695453364943915,0.017643843432717084,0.0,0.0,0.0,22,0,20,2,0.10880943004054568,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,256,equal_mix,consensus_vote,0.00018636363636363948,0.0030622580300203716,0.0,0.0,0.0,22,1,21,0,0.5929800980174267,0.5929800980174267
Qwen3-4B-Instruct-2507,aime2025,256,T1.0,best_fixed_T,-0.06886818035590378,0.22131605521220357,0.0,0.0,0.0,22,0,20,2,0.10880943004054568,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,256,equal_mix,best_fixed_T,-0.06298636335459623,0.20378690761436857,0.0,0.0,0.0,22,0,20,2,0.10880943004054568,0.1360117875506821
Qwen3-4B-Instruct-2507,aime2025,512,T1.0,equal_mix,-0.0016863624354401094,0.005426241299734089,0.0,0.0,0.0,22,0,20,2,0.10880943004054568,0.2720235751013642
Qwen3-4B-Instruct-2507,aime2025,512,T1.0,consensus_vote,-0.003322726071803748,0.010894731846787799,0.0,0.0,0.0,22,0,20,2,0.28504940740261275,0.28504940740261275
Qwen3-4B-Instruct-2507,aime2025,512,equal_mix,consensus_vote,-0.0016363636363636385,0.005588043822862679,0.0,0.0,0.0,22,0,20,2,0.28504940740261275,0.28504940740261275
Qwen3-4B-Instruct-2507,aime2025,512,T1.0,best_fixed_T,-0.07730908995092084,0.2501962858826524,0.0,0.0,0.0,22,0,20,2,0.10880943004054568,0.2720235751013642
Qwen3-4B-Instruct-2507,aime2025,512,equal_mix,best_fixed_T,-0.07562272751548073,0.24477024864457686,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.28504940740261275
Qwen3-4B-Instruct-2507,aime2025,1024,T1.0,equal_mix,-0.0001681818181818182,0.0005497933496075841,0.0,0.0,0.0,22,0,22,0,0.17971249487899976,0.17971249487899976
Qwen3-4B-Instruct-2507,aime2025,1024,T1.0,consensus_vote,-0.001290909090909091,0.004286402542137959,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.17971249487899976
Qwen3-4B-Instruct-2507,aime2025,1024,equal_mix,consensus_vote,-0.0011227272727272726,0.003738847774914444,0.0,0.0,0.0,22,0,21,1,0.17971249487899976,0.17971249487899976
Qwen3-4B-Instruct-2507,aime2025,1024,T1.0,best_fixed_T,-0.08472272753715515,0.2742218052887194,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.17971249487899976
Qwen3-4B-Instruct-2507,aime2025,1024,equal_mix,best_fixed_T,-0.08455454571897333,0.27367756352213246,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.17971249487899976
Qwen3-4B-Instruct-2507,aime2025,1536,T1.0,equal_mix,-9.090909090909091e-06,4.264014327112208e-05,0.0,0.0,0.0,22,0,22,0,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2025,1536,T1.0,consensus_vote,-0.0006227272727272727,0.002142079945638466,0.0,0.0,0.0,22,0,22,0,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2025,1536,equal_mix,consensus_vote,-0.0006136363636363635,0.0021040313809323405,0.0,0.0,0.0,22,0,22,0,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2025,1536,T1.0,best_fixed_T,-0.08805909210985358,0.285020401916378,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2025,1536,equal_mix,best_fixed_T,-0.08805000120076266,0.28499096405887275,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2025,2048,T1.0,equal_mix,0.0,0.0,0.0,0.0,0.0,22,0,22,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2025,2048,T1.0,consensus_vote,-0.00032727272727272726,0.0012418043010385823,0.0,0.0,0.0,22,0,22,0,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2025,2048,equal_mix,consensus_vote,-0.00032727272727272726,0.0012418043010385823,0.0,0.0,0.0,22,0,22,0,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2025,2048,T1.0,best_fixed_T,-0.08937272700396451,0.289272525404625,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2025,2048,equal_mix,best_fixed_T,-0.08937272700396451,0.289272525404625,0.0,0.0,0.0,22,0,20,2,0.17971249487899976,0.2246406185987497
Qwen3-4B-Instruct-2507,aime2026,1,T1.0,equal_mix,0.010800001770564513,0.07765132586085896,-0.013399988412857056,0.00039999998989515007,0.03499999699592589,24,8,8,8,0.6378178967698778,0.7972723709623473
Qwen3-4B-Instruct-2507,aime2026,1,T1.0,consensus_vote,0.010800001770564513,0.07765132586085896,-0.013399988412857056,0.00039999998989515007,0.03499999699592589,24,8,8,8,0.6378178967698778,0.7972723709623473
Qwen3-4B-Instruct-2507,aime2026,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,24,0,24,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2026,1,T1.0,best_fixed_T,-0.004224998257996049,0.028210468904512283,-0.011749982833862305,-0.0018999997118953615,0.0005999999702908099,24,5,13,6,0.18852823263846696,0.7661621364876539
Qwen3-4B-Instruct-2507,aime2026,1,equal_mix,best_fixed_T,-0.015025000028560562,0.06982968878310197,-0.0382000084757805,-0.0014000000070780517,0.003900006413459778,24,4,12,8,0.30646485459506156,0.7661621364876539
Qwen3-4B-Instruct-2507,aime2026,2,T1.0,equal_mix,0.013983330945166137,0.06845515453375929,-0.009175001215934786,0.0,0.02997500025033953,24,7,11,6,0.661178771669188,0.8264734645864851
Qwen3-4B-Instruct-2507,aime2026,2,T1.0,consensus_vote,0.013983330945166137,0.06845515453375929,-0.009175001215934786,0.0,0.02997500025033953,24,7,11,6,0.661178771669188,0.8264734645864851
Qwen3-4B-Instruct-2507,aime2026,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,24,0,24,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2026,2,T1.0,best_fixed_T,-0.005291670471099981,0.018137111093594022,-0.012124987319111824,-0.0015500134322792292,0.00022500001068692654,24,2,15,7,0.05339578044263108,0.2669789022131554
Qwen3-4B-Instruct-2507,aime2026,2,equal_mix,best_fixed_T,-0.01927500141626612,0.06934087711417627,-0.022874991214275386,-0.001049999991664663,0.004350007162243139,24,4,12,8,0.24910310970315597,0.6227577742578899
Qwen3-4B-Instruct-2507,aime2026,4,T1.0,equal_mix,0.018371530130997092,0.06470158021261299,-0.0031333451310483216,-0.00010000829696655273,0.02963749906420708,24,7,14,3,0.6271521797074542,0.7839402246343177
Qwen3-4B-Instruct-2507,aime2026,4,T1.0,consensus_vote,0.018371530130997092,0.06470158021261299,-0.0031333451310483216,-0.00010000829696655273,0.02963749906420708,24,7,14,3,0.6271521797074542,0.7839402246343177
Qwen3-4B-Instruct-2507,aime2026,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,24,0,24,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2026,4,T1.0,best_fixed_T,-0.003251394414595173,0.02009003634840577,-0.005162522196769714,-9.998679161071777e-05,0.00033333347528241575,24,1,19,4,0.1913338368695522,0.5216386615517166
Qwen3-4B-Instruct-2507,aime2026,4,equal_mix,best_fixed_T,-0.021622924545592264,0.05899380009341834,-0.030049997789661085,-0.00011666657129923513,0.00034999999556069566,24,3,14,7,0.20865546462068663,0.5216386615517166
Qwen3-4B-Instruct-2507,aime2026,8,T1.0,equal_mix,0.0064198150207140986,0.038317865891807426,-0.0005485300128887064,0.0,0.011543157784342777,24,7,13,4,0.47812547119613813,0.5976568389951726
Qwen3-4B-Instruct-2507,aime2026,8,T1.0,consensus_vote,0.0064198150207140986,0.038317865891807426,-0.0005485300128887064,0.0,0.011543157784342777,24,7,13,4,0.47812547119613813,0.5976568389951726
Qwen3-4B-Instruct-2507,aime2026,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,24,0,24,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2026,8,T1.0,best_fixed_T,-0.003760996558412444,0.020739986280197818,-0.006387382745742798,-2.095237869070843e-05,0.0003424999777053017,24,1,17,6,0.19783306556714142,0.5108256183476656
Qwen3-4B-Instruct-2507,aime2026,8,equal_mix,best_fixed_T,-0.010180811579126542,0.026915988676447164,-0.016103264886708477,-1.1071429744562394e-05,0.00036555323708698786,24,2,15,7,0.20433024733906624,0.5108256183476656
Qwen3-4B-Instruct-2507,aime2026,16,T1.0,equal_mix,0.0069395682547192,0.03689023798477352,-6.0555555936573204e-05,0.0,0.002899994158744784,24,4,18,2,0.40804420568711997,0.40804420568711997
Qwen3-4B-Instruct-2507,aime2026,16,T1.0,consensus_vote,0.017259074928600886,0.053662683683662,-5.555555555555555e-06,0.0,0.021537835542102056,24,7,14,3,0.09798930270791739,0.24497325676979348
Qwen3-4B-Instruct-2507,aime2026,16,equal_mix,consensus_vote,0.010319506673881687,0.023828301349042087,-1.0595238095238103e-05,0.0,0.0118716035353535,24,7,16,1,0.15563546075803855,0.25939243459673095
Qwen3-4B-Instruct-2507,aime2026,16,T1.0,best_fixed_T,-0.002575616201814531,0.01710104690431858,-0.0004500150680541992,0.0,0.0,24,2,18,4,0.39672623294506304,0.40804420568711997
Qwen3-4B-Instruct-2507,aime2026,16,equal_mix,best_fixed_T,-0.00951518445653373,0.028437580681412264,-0.004868518902957452,0.0,1.25e-05,24,0,19,5,0.04373288761671472,0.2186644380835736
Qwen3-4B-Instruct-2507,aime2026,32,T1.0,equal_mix,0.00817806142192023,0.04312800191608846,0.0,0.0,0.0003583333146137496,24,3,19,2,0.3742593192802244,0.3742593192802244
Qwen3-4B-Instruct-2507,aime2026,32,T1.0,consensus_vote,0.03718181142192024,0.10624251573237165,0.0,0.0,0.008750000225007555,24,6,16,2,0.09116079400519664,0.1519346566753277
Qwen3-4B-Instruct-2507,aime2026,32,equal_mix,consensus_vote,0.02900375000000001,0.07527838793542942,0.0,0.0,0.010441666666666682,24,7,16,1,0.05046060861109359,0.12615152152773398
