model,dataset,N,strategy_a,strategy_b,delta_mean,delta_std,delta_p25,delta_median,delta_p75,n_problems,wins_a,ties,wins_b,wilcoxon_p,adj_p_value
Qwen2.5-3B,aime2024,1024,T1.0,consensus_vote,-0.016476418349107288,0.18730956028371057,0.0,0.0,0.0,27,1,23,3,0.34523107177184,0.4315388397148
Qwen2.5-3B,aime2024,1024,equal_mix,consensus_vote,-0.010124567901234564,0.04112972160460026,0.0,0.0,0.0,27,0,24,3,0.07961580146011343,0.19903950365028358
Qwen2.5-3B,aime2024,1024,T1.0,best_fixed_T,-0.04272592563561543,0.16700084150633215,0.0,0.0,0.0,27,0,24,3,0.06788915486182899,0.19903950365028358
Qwen2.5-3B,aime2024,1024,equal_mix,best_fixed_T,-0.03637407518774271,0.18645562113779846,0.0,0.0,0.0,27,1,24,2,0.28504940740261275,0.4315388397148
Qwen2.5-3B,aime2024,1536,T1.0,equal_mix,-0.0036259257208081644,0.23194472276335074,0.0,0.0,0.0,27,1,25,1,0.4652088184521418,0.4652088184521418
Qwen2.5-3B,aime2024,1536,T1.0,consensus_vote,-0.014827160288709403,0.20115195271845362,0.0,0.0,0.0,27,1,23,3,0.34523107177184,0.4315388397148
Qwen2.5-3B,aime2024,1536,equal_mix,consensus_vote,-0.011201234567901237,0.04955972782763083,0.0,0.0,0.0,27,0,24,3,0.07961580146011343,0.19903950365028358
Qwen2.5-3B,aime2024,1536,T1.0,best_fixed_T,-0.04059999889351376,0.17246376744766664,0.0,0.0,0.0,27,0,24,3,0.06788915486182899,0.19903950365028358
Qwen2.5-3B,aime2024,1536,equal_mix,best_fixed_T,-0.036974073172705596,0.19055488065135734,0.0,0.0,0.0,27,0,25,2,0.28504940740261275,0.4315388397148
Qwen2.5-3B,aime2024,2048,T1.0,equal_mix,-0.0030777783141523202,0.24298985375187032,0.0,0.0,0.0,27,1,25,1,0.4652088184521418,0.4652088184521418
Qwen2.5-3B,aime2024,2048,T1.0,consensus_vote,-0.01461642028946096,0.20864828139730354,0.0,0.0,0.0,27,1,24,2,0.34523107177184,0.4315388397148
Qwen2.5-3B,aime2024,2048,equal_mix,consensus_vote,-0.011538641975308643,0.0551904535460142,0.0,0.0,0.0,27,0,25,2,0.07961580146011343,0.19903950365028358
Qwen2.5-3B,aime2024,2048,T1.0,best_fixed_T,-0.040166666676264465,0.1744773411116371,0.0,0.0,0.0,27,0,24,3,0.06788915486182899,0.19903950365028358
Qwen2.5-3B,aime2024,2048,equal_mix,best_fixed_T,-0.037088888362112146,0.19181244513060958,0.0,0.0,0.0,27,1,24,2,0.27332167829229814,0.4315388397148
Qwen2.5-3B,aime2025,1,T1.0,equal_mix,-0.014184615226599497,0.0964550373426953,-0.0039000000475440176,0.0006000000105123035,0.002199999979138374,26,3,19,4,0.9272980307084063,1.0
Qwen2.5-3B,aime2025,1,T1.0,consensus_vote,-0.014184615226599497,0.0964550373426953,-0.0039000000475440176,0.0006000000105123035,0.002199999979138374,26,3,19,4,0.9272980307084063,1.0
Qwen2.5-3B,aime2025,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen2.5-3B,aime2025,1,T1.0,best_fixed_T,-0.014999998729483476,0.09877873014718458,-0.005650000093737617,0.0006000000212225132,0.0023500001116190106,26,3,20,3,0.8911169248190651,1.0
Qwen2.5-3B,aime2025,1,equal_mix,best_fixed_T,-0.0008153835028839793,0.0036274133174632166,-0.00045000007124617697,0.0,0.0007499999335501345,26,0,25,1,0.7771175732880233,1.0
Qwen2.5-3B,aime2025,2,T1.0,equal_mix,-0.013715384976630314,0.0817819423995985,-0.005024999971501529,0.0,0.004450000469572842,26,3,19,4,0.9272980307084063,1.0
Qwen2.5-3B,aime2025,2,T1.0,consensus_vote,-0.013715384976630314,0.0817819423995985,-0.005024999971501529,0.0,0.004450000469572842,26,3,19,4,0.9272980307084063,1.0
Qwen2.5-3B,aime2025,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen2.5-3B,aime2025,2,T1.0,best_fixed_T,-0.014503846822593074,0.10277541221470542,-0.00522499973885715,0.0009500000160187483,0.005974999978207052,26,4,17,5,0.8077360037983764,1.0
Qwen2.5-3B,aime2025,2,equal_mix,best_fixed_T,-0.0007884618459627606,0.022352009081164973,-0.0010499999321997165,0.0,0.001725,26,3,22,1,0.4650985871802594,1.0
Qwen2.5-3B,aime2025,4,T1.0,equal_mix,-0.01602756245685622,0.0883475410480092,-0.0027583333276988316,-0.00010833319555968038,0.003970833851024509,26,3,18,5,0.8414805811217939,1.0
Qwen2.5-3B,aime2025,4,T1.0,consensus_vote,-0.01602756245685622,0.0883475410480092,-0.0027583333276988316,-0.00010833319555968038,0.003970833851024509,26,3,18,5,0.8414805811217939,1.0
Qwen2.5-3B,aime2025,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen2.5-3B,aime2025,4,T1.0,best_fixed_T,-0.020721154710582387,0.14378969929908514,-0.005774999997811392,0.0010250000341329724,0.008545833814423531,26,5,17,4,0.584056453701191,1.0
Qwen2.5-3B,aime2025,4,equal_mix,best_fixed_T,-0.004693592253726167,0.06133403636182735,-0.00018750006635673343,0.0005166666666666666,0.0032791666681567825,26,4,21,1,0.10110597920149875,0.5055298960074938
Qwen2.5-3B,aime2025,8,T1.0,equal_mix,-0.021824413913433562,0.10311066378036104,-0.004565476308202459,-4.3452380952380945e-05,0.003447619357184906,26,3,19,4,0.6893201172351837,0.8616501465439796
Qwen2.5-3B,aime2025,8,T1.0,consensus_vote,-0.021824413913433562,0.10311066378036104,-0.004565476308202459,-4.3452380952380945e-05,0.003447619357184906,26,3,19,4,0.6893201172351837,0.8616501465439796
Qwen2.5-3B,aime2025,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen2.5-3B,aime2025,8,T1.0,best_fixed_T,-0.03165801280668417,0.18525706426094746,-0.0012797027447959408,0.0003585714439395815,0.0066555955781950615,26,5,18,3,0.4654153212400317,0.8616501465439796
Qwen2.5-3B,aime2025,8,equal_mix,best_fixed_T,-0.00983359889325061,0.08862772491142402,-0.00011499995461265955,0.00028440476555377243,0.0056500594452291815,26,3,21,2,0.1093855020928124,0.5469275104640621
Qwen2.5-3B,aime2025,16,T1.0,equal_mix,-0.028997151407198277,0.13591983859850557,-0.0012390980840028731,9.090909770748112e-06,0.0012964586390660086,26,2,20,4,0.94636892512424,0.987048648252314
Qwen2.5-3B,aime2025,16,T1.0,consensus_vote,-0.029140168881177285,0.1390426221961213,-0.0011205392816940707,-2.7777777777777772e-05,0.001051092893700263,26,2,20,4,0.7164231381259032,0.987048648252314
Qwen2.5-3B,aime2025,16,equal_mix,consensus_vote,-0.00014301747397901153,0.0036738630214080393,-0.00038256660006659937,-4.38084138084138e-05,5.4532828282828256e-05,26,0,25,1,0.3036811097223192,0.7592027743057981
Qwen2.5-3B,aime2025,16,T1.0,best_fixed_T,-0.03941637113789161,0.18037536587951336,-0.0008821679366519675,0.0,0.001962148518941831,26,2,19,5,0.987048648252314,0.987048648252314
Qwen2.5-3B,aime2025,16,equal_mix,best_fixed_T,-0.010419219730693336,0.04461892336877159,-3.3749997783161234e-05,0.00011387334842246339,0.0009232303807303807,26,1,22,3,0.21087195144032855,0.7592027743057981
Qwen2.5-3B,aime2025,32,T1.0,equal_mix,-0.0393659847253595,0.16384718429976725,-0.00047131644749359676,0.0,0.00026000000798376277,26,2,20,4,0.6790730414946473,0.8684061308988609
Qwen2.5-3B,aime2025,32,T1.0,consensus_vote,-0.04082391919916412,0.1744486988980521,-0.00032444243981613206,0.0,0.00043179599773011766,26,2,21,3,0.8405336616716674,0.8684061308988609
Qwen2.5-3B,aime2025,32,equal_mix,consensus_vote,-0.0014579344738046283,0.011070210172185856,-2.2916666666666667e-05,0.0,9.716269841269842e-05,26,1,23,2,0.7583123742610346,0.8684061308988609
Qwen2.5-3B,aime2025,32,T1.0,best_fixed_T,-0.05059713346096172,0.20430384090409676,0.0,0.0,0.0005587499908870086,26,2,20,4,0.8684061308988609,0.8684061308988609
Qwen2.5-3B,aime2025,32,equal_mix,best_fixed_T,-0.011231148735602223,0.04117107348084177,0.0,0.0,0.0005915135554687724,26,1,22,3,0.3342768550264176,0.8684061308988609
Qwen2.5-3B,aime2025,64,T1.0,equal_mix,-0.04897206299707557,0.18828952126623472,-0.00015000000000000001,0.0,0.0,26,2,20,4,0.38818640520827785,0.8120550404146654
Qwen2.5-3B,aime2025,64,T1.0,consensus_vote,-0.0467623562294842,0.18518835028833824,-6.249999999999999e-05,0.0,0.0,26,2,22,2,0.6496440323317323,0.8120550404146654
Qwen2.5-3B,aime2025,64,equal_mix,consensus_vote,0.002209706767591379,0.006590915459104201,0.0,0.0,0.0,26,3,23,0,0.18231443298387762,0.8120550404146654
Qwen2.5-3B,aime2025,64,T1.0,best_fixed_T,-0.055570476083700596,0.20730226255134676,0.0,0.0,0.0,26,2,21,3,0.5937116848746409,0.8120550404146654
Qwen2.5-3B,aime2025,64,equal_mix,best_fixed_T,-0.0065984130866250275,0.024336672107749095,0.0,0.0,0.0001125,26,0,23,3,0.9593536340401635,0.9593536340401634
Qwen2.5-3B,aime2025,128,T1.0,equal_mix,-0.05223167289448071,0.1921916676147114,0.0,0.0,0.0,26,2,21,3,0.5750621301739497,0.7188276627174371
Qwen2.5-3B,aime2025,128,T1.0,consensus_vote,-0.05023886514667297,0.1880054142515422,0.0,0.0,0.0,26,2,22,2,0.9291527647091152,0.9291527647091152
Qwen2.5-3B,aime2025,128,equal_mix,consensus_vote,0.0019928077478077433,0.005978509477038907,0.0,0.0,0.0,26,3,23,0,0.2626182904425206,0.7188276627174371
Qwen2.5-3B,aime2025,128,T1.0,best_fixed_T,-0.055568894749040525,0.19569041066087142,0.0,0.0,0.0,26,2,20,4,0.5146697234497355,0.7188276627174371
Qwen2.5-3B,aime2025,128,equal_mix,best_fixed_T,-0.0033372218545598153,0.011451413349313712,0.0,0.0,0.0,26,0,24,2,0.3454475304692257,0.7188276627174371
Qwen2.5-3B,aime2025,256,T1.0,equal_mix,-0.05041179480990736,0.18584043860311936,0.0,0.0,0.0,26,1,23,2,0.39802471950693785,0.6237028732547013
Qwen2.5-3B,aime2025,256,T1.0,consensus_vote,-0.04997115378426632,0.1847865154446531,0.0,0.0,0.0,26,1,23,2,0.2626182904425206,0.6237028732547013
Qwen2.5-3B,aime2025,256,equal_mix,consensus_vote,0.0004406410256410287,0.0018022504497878984,0.0,0.0,0.0,26,0,26,0,0.49896229860376107,0.6237028732547013
Qwen2.5-3B,aime2025,256,T1.0,best_fixed_T,-0.05213207542132855,0.18502224593594294,0.0,0.0,0.0,26,1,22,3,0.3104944343172349,0.6237028732547013
Qwen2.5-3B,aime2025,256,equal_mix,best_fixed_T,-0.0017202806114211958,0.009318987911626987,0.0,0.0,0.0,26,0,25,1,0.7150006546880893,0.7150006546880893
Qwen2.5-3B,aime2025,512,T1.0,equal_mix,-0.046395383285552864,0.1740753486168547,0.0,0.0,0.0,26,0,24,2,0.34523107177184,0.5753851196197334
Qwen2.5-3B,aime2025,512,T1.0,consensus_vote,-0.046476024311193895,0.1739612903458182,0.0,0.0,0.0,26,0,24,2,0.24886387493792206,0.5753851196197334
Qwen2.5-3B,aime2025,512,equal_mix,consensus_vote,-8.064102564102521e-05,0.0005270985733076003,0.0,0.0,0.0,26,0,26,0,0.5001842570707944,0.625230321338493
Qwen2.5-3B,aime2025,512,T1.0,best_fixed_T,-0.047966538145444174,0.17380015876271887,0.0,0.0,0.0,26,0,23,3,0.22491588401596185,0.5753851196197334
Qwen2.5-3B,aime2025,512,equal_mix,best_fixed_T,-0.0015711548598913046,0.00805223141024321,0.0,0.0,0.0,26,0,25,1,0.6547208460185769,0.6547208460185769
Qwen2.5-3B,aime2025,1024,T1.0,equal_mix,-0.04428333395742453,0.17185726453184297,0.0,0.0,0.0,26,0,24,2,0.27332167829229814,0.31731050786291415
Qwen2.5-3B,aime2025,1024,T1.0,consensus_vote,-0.04438782113691171,0.17183015078256408,0.0,0.0,0.0,26,0,24,2,0.14412703481601533,0.31731050786291415
Qwen2.5-3B,aime2025,1024,equal_mix,consensus_vote,-0.00010448717948717949,0.0005327821671254,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2025,1024,T1.0,best_fixed_T,-0.04498846219995847,0.1717062739028238,0.0,0.0,0.0,26,0,23,3,0.14412703481601533,0.31731050786291415
Qwen2.5-3B,aime2025,1024,equal_mix,best_fixed_T,-0.0007051282425339406,0.0035954626682659493,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2025,1536,T1.0,equal_mix,-0.04278589745137232,0.1702250352532169,0.0,0.0,0.0,26,0,24,2,0.28504940740261275,0.31731050786291415
Qwen2.5-3B,aime2025,1536,T1.0,consensus_vote,-0.04282756411803898,0.17021427570781295,0.0,0.0,0.0,26,0,24,2,0.14412703481601533,0.31731050786291415
Qwen2.5-3B,aime2025,1536,equal_mix,consensus_vote,-4.1666666666666665e-05,0.00021245914639969935,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2025,1536,T1.0,best_fixed_T,-0.04320512822484419,0.17012884217404456,0.0,0.0,0.0,26,0,23,3,0.14412703481601533,0.31731050786291415
Qwen2.5-3B,aime2025,1536,equal_mix,best_fixed_T,-0.00041923077347186895,0.002137665894631656,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2025,2048,T1.0,equal_mix,-0.04234102661435967,0.170834460978533,0.0,0.0,0.0,26,0,24,2,0.28504940740261275,0.31731050786291415
Qwen2.5-3B,aime2025,2048,T1.0,consensus_vote,-0.042367949691282755,0.17082757624718956,0.0,0.0,0.0,26,0,24,2,0.14412703481601533,0.31731050786291415
Qwen2.5-3B,aime2025,2048,equal_mix,consensus_vote,-2.692307692307692e-05,0.0001372812945967288,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2025,2048,T1.0,best_fixed_T,-0.04251410352998601,0.17079212257884646,0.0,0.0,0.0,26,0,24,2,0.14412703481601533,0.31731050786291415
Qwen2.5-3B,aime2025,2048,equal_mix,best_fixed_T,-0.00017307691562634247,0.0008825225701311724,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2026,1,T1.0,equal_mix,-0.02118400011439435,0.07505893116792353,-0.0007999999977648265,0.0,0.00139999995008111,25,2,17,6,0.9095253478102147,1.0
Qwen2.5-3B,aime2026,1,T1.0,consensus_vote,-0.02118400011439435,0.07505893116792353,-0.0007999999977648265,0.0,0.00139999995008111,25,2,17,6,0.9095253478102147,1.0
Qwen2.5-3B,aime2026,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,25,0,25,0,1.0,1.0
Qwen2.5-3B,aime2026,1,T1.0,best_fixed_T,-0.02449600034742616,0.062234373266309706,-0.010199999436736107,-0.00020000003860332072,0.0010000000474974513,25,0,18,7,0.12079825499841922,0.301995637496048
Qwen2.5-3B,aime2026,1,equal_mix,best_fixed_T,-0.003312000233031811,0.02985922926431922,-0.0013999999880790711,-0.0010000000474974513,0.0,25,2,20,3,0.06193006701281811,0.301995637496048
Qwen2.5-3B,aime2026,2,T1.0,equal_mix,-0.022444000050287693,0.07212979056728588,-0.0014999999430030586,0.0,0.001500000013038516,25,0,20,5,0.8077578019309388,1.0
Qwen2.5-3B,aime2026,2,T1.0,consensus_vote,-0.022444000050287693,0.07212979056728588,-0.0014999999430030586,0.0,0.001500000013038516,25,0,20,5,0.8077578019309388,1.0
Qwen2.5-3B,aime2026,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,25,0,25,0,1.0,1.0
Qwen2.5-3B,aime2026,2,T1.0,best_fixed_T,-0.025996000736486165,0.06382473822694891,-0.00930000003427267,-0.0004000000189989805,0.0006000000284984708,25,0,19,6,0.10696356713726969,0.2674089178431742
Qwen2.5-3B,aime2026,2,equal_mix,best_fixed_T,-0.003552000686198473,0.02525214604589202,-0.002200000045076013,-0.0006000000284984708,0.0003,25,2,20,3,0.05534701671168453,0.2674089178431742
Qwen2.5-3B,aime2026,4,T1.0,equal_mix,-0.030025333127308644,0.09010021746918204,-0.005183333080013591,4.999997504055503e-05,0.0019666663433114684,25,0,20,5,0.7103183482536846,0.8878979353171057
Qwen2.5-3B,aime2026,4,T1.0,consensus_vote,-0.030025333127308644,0.09010021746918204,-0.005183333080013591,4.999997504055503e-05,0.0019666663433114684,25,0,20,5,0.7103183482536846,0.8878979353171057
Qwen2.5-3B,aime2026,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,25,0,25,0,1.0,1.0
Qwen2.5-3B,aime2026,4,T1.0,best_fixed_T,-0.03427933478727937,0.09207307264648934,-0.0037833332899026573,0.0,0.0016333333915099502,25,1,19,5,0.3010854851057816,0.752713712764454
Qwen2.5-3B,aime2026,4,equal_mix,best_fixed_T,-0.004254001659970727,0.016039686383440242,-0.001416668084760507,-0.0003000000913937896,6.666666666666666e-05,25,1,20,4,0.06801654474625561,0.34008272373127807
Qwen2.5-3B,aime2026,8,T1.0,equal_mix,-0.03245813249314264,0.10133318118052227,-0.0005004761988341454,0.00022880953774477044,0.0023140473729726815,25,0,20,5,0.7750969621959847,1.0
Qwen2.5-3B,aime2026,8,T1.0,consensus_vote,-0.03245813249314264,0.10133318118052227,-0.0005004761988341454,0.00022880953774477044,0.0023140473729726815,25,0,20,5,0.7750969621959847,1.0
Qwen2.5-3B,aime2026,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,25,0,25,0,1.0,1.0
Qwen2.5-3B,aime2026,8,T1.0,best_fixed_T,-0.04463493924122304,0.12666463137681094,-0.0013697617105208337,0.00023024063557386398,0.001362618939310778,25,1,19,5,0.9031684413796277,1.0
Qwen2.5-3B,aime2026,8,equal_mix,best_fixed_T,-0.012176806748080405,0.032922443949369544,-0.00164833367766369,0.0,0.00017523809523809525,25,0,20,5,0.1887500729032935,0.9437503645164674
Qwen2.5-3B,aime2026,16,T1.0,equal_mix,-0.034430355406033356,0.11504694943233287,-0.0001630447444657964,1.538461583550088e-05,0.0004411183613183146,25,1,19,5,0.9514946724999045,0.9514946724999046
Qwen2.5-3B,aime2026,16,T1.0,consensus_vote,-0.03164613188510983,0.10064198820237162,-0.0005022222371947847,1.538461583550088e-05,0.00011333333532093093,25,1,20,4,0.7103183482536846,0.8878979353171057
Qwen2.5-3B,aime2026,16,equal_mix,consensus_vote,0.0027842235209235232,0.018267387278381387,-0.0001538888888888889,-4.040404040404038e-06,0.0,25,2,22,1,0.5731689736636651,0.8878979353171057
Qwen2.5-3B,aime2026,16,T1.0,best_fixed_T,-0.052423166026565014,0.15744764679510848,-0.00041111549944616854,0.0,0.00024150793615262955,25,2,18,5,0.6848744008735368,0.8878979353171057
Qwen2.5-3B,aime2026,16,equal_mix,best_fixed_T,-0.01799281062053166,0.050884444579619326,-0.00024807075498037214,0.0,5.8333333333333326e-05,25,0,20,5,0.34910194464272437,0.8878979353171057
Qwen2.5-3B,aime2026,32,T1.0,equal_mix,-0.03615086593553283,0.13573898227554468,-3.333333333333333e-05,0.0,0.0,25,1,20,4,0.3078214719088427,0.3847768398860534
Qwen2.5-3B,aime2026,32,T1.0,consensus_vote,-0.03499841284957509,0.11400238966865284,-8.454545154737195e-05,0.0,0.0,25,1,21,3,0.3078214719088427,0.3847768398860534
Qwen2.5-3B,aime2026,32,equal_mix,consensus_vote,0.0011524530859577265,0.05370613572182859,0.0,0.0,0.00015164502164502163,25,2,22,1,0.38818640520827785,0.38818640520827785
Qwen2.5-3B,aime2026,32,T1.0,best_fixed_T,-0.05661562637164025,0.18194579821840198,-2.6666661142371595e-05,0.0,0.0,25,1,19,5,0.272095182736126,0.3847768398860534
Qwen2.5-3B,aime2026,32,equal_mix,best_fixed_T,-0.020464760436107426,0.06479368424437588,-0.00020242783790887751,0.0,0.0,25,0,21,4,0.11666446478102344,0.3847768398860534
Qwen2.5-3B,aime2026,64,T1.0,equal_mix,-0.03608925506445454,0.15597976530228608,0.0,0.0,0.0,25,1,21,3,0.4235963177660037,0.47690655496758394
Qwen2.5-3B,aime2026,64,T1.0,consensus_vote,-0.039073191283790755,0.13678355621303645,-1.6666666666666664e-05,0.0,0.0,25,1,21,3,0.47690655496758394,0.47690655496758394
Qwen2.5-3B,aime2026,64,equal_mix,consensus_vote,-0.0029839362193362163,0.07596882893898187,0.0,0.0,0.00015,25,1,23,1,0.1306650895957666,0.34660158453304646
Qwen2.5-3B,aime2026,64,T1.0,best_fixed_T,-0.05713136254402343,0.19494962540123037,0.0,0.0,0.0,25,1,20,4,0.24112136827741826,0.40186894712903043
Qwen2.5-3B,aime2026,64,equal_mix,best_fixed_T,-0.021042107479568885,0.08315803808791582,0.0,0.0,0.0,25,0,22,3,0.1386406338132186,0.34660158453304646
Qwen2.5-3B,aime2026,128,T1.0,equal_mix,-0.036255720025227936,0.17021912449210527,0.0,0.0,0.0,25,1,22,2,0.40081416938293446,0.501017711728668
Qwen2.5-3B,aime2026,128,T1.0,consensus_vote,-0.042033028250336155,0.1649924752810709,0.0,0.0,0.0,25,1,22,2,0.3742593192802244,0.501017711728668
Qwen2.5-3B,aime2026,128,equal_mix,consensus_vote,-0.005777308225108222,0.04339114721463984,0.0,0.0,0.0,25,1,23,1,0.6744240722352938,0.6744240722352938
Qwen2.5-3B,aime2026,128,T1.0,best_fixed_T,-0.06022696937594446,0.2123382729293876,0.0,0.0,0.0,25,1,22,2,0.40081416938293446,0.501017711728668
Qwen2.5-3B,aime2026,128,equal_mix,best_fixed_T,-0.023971249350716532,0.11630119136039,0.0,0.0,0.0,25,0,23,2,0.3454475304692257,0.501017711728668
Qwen2.5-3B,aime2026,256,T1.0,equal_mix,-0.03610706677582208,0.17722579853771855,0.0,0.0,0.0,25,0,23,2,0.4652088184521418,0.4652088184521418
Qwen2.5-3B,aime2026,256,T1.0,consensus_vote,-0.04055693344248874,0.17654584044209026,0.0,0.0,0.0,25,0,23,2,0.3454475304692257,0.4652088184521418
Qwen2.5-3B,aime2026,256,equal_mix,consensus_vote,-0.004449866666666667,0.024004102089249475,0.0,0.0,0.0,25,0,24,1,0.34523107177184,0.4652088184521418
Qwen2.5-3B,aime2026,256,T1.0,best_fixed_T,-0.0645230666041607,0.2251446068125022,0.0,0.0,0.0,25,0,23,2,0.4652088184521418,0.4652088184521418
Qwen2.5-3B,aime2026,256,equal_mix,best_fixed_T,-0.028415999828338624,0.14178860846322433,0.0,0.0,0.0,25,0,24,1,0.17971249487899976,0.4652088184521418
Qwen2.5-3B,aime2026,512,T1.0,equal_mix,-0.03734266644096747,0.1865468792220318,0.0,0.0,0.0,25,0,24,1,0.28504940740261275,0.3966381348286427
Qwen2.5-3B,aime2026,512,T1.0,consensus_vote,-0.03868533310763414,0.18619493308851925,0.0,0.0,0.0,25,0,23,2,0.27332167829229814,0.3966381348286427
Qwen2.5-3B,aime2026,512,equal_mix,consensus_vote,-0.0013426666666666665,0.006876176801639659,0.0,0.0,0.0,25,0,24,1,0.5929800980174267,0.5929800980174267
Qwen2.5-3B,aime2026,512,T1.0,best_fixed_T,-0.06950266633415594,0.24133279787919823,0.0,0.0,0.0,25,0,23,2,0.28504940740261275,0.3966381348286427
Qwen2.5-3B,aime2026,512,equal_mix,best_fixed_T,-0.032159999893188476,0.1607999994659424,0.0,0.0,0.0,25,0,24,1,0.31731050786291415,0.3966381348286427
Qwen2.5-3B,aime2026,1024,T1.0,equal_mix,-0.038990666642785075,0.19495333321392536,0.0,0.0,0.0,25,0,24,1,0.31731050786291415,0.3966381348286427
Qwen2.5-3B,aime2026,1024,T1.0,consensus_vote,-0.039150666642785076,0.19490088853941887,0.0,0.0,0.0,25,0,24,1,0.17971249487899976,0.3966381348286427
Qwen2.5-3B,aime2026,1024,equal_mix,consensus_vote,-0.00016000000000000045,0.0008210765291169065,0.0,0.0,0.0,25,0,25,0,0.6547208460185769,0.6547208460185769
Qwen2.5-3B,aime2026,1024,T1.0,best_fixed_T,-0.07452266670763492,0.2582316668089569,0.0,0.0,0.0,25,0,23,2,0.17971249487899976,0.3966381348286427
Qwen2.5-3B,aime2026,1024,equal_mix,best_fixed_T,-0.035532000064849856,0.17766000032424928,0.0,0.0,0.0,25,0,24,1,0.31731050786291415,0.3966381348286427
Qwen2.5-3B,aime2026,1536,T1.0,equal_mix,-0.039611999988555906,0.19805999994277954,0.0,0.0,0.0,25,0,24,1,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2026,1536,T1.0,consensus_vote,-0.03961599998855591,0.19805916761749234,0.0,0.0,0.0,25,0,24,1,0.17971249487899976,0.31731050786291415
Qwen2.5-3B,aime2026,1536,equal_mix,consensus_vote,-4e-06,2e-05,0.0,0.0,0.0,25,0,25,0,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2026,1536,T1.0,best_fixed_T,-0.07697999954223633,0.2665579752720856,0.0,0.0,0.0,25,0,23,2,0.17971249487899976,0.31731050786291415
Qwen2.5-3B,aime2026,1536,equal_mix,best_fixed_T,-0.03736799955368042,0.1868399977684021,0.0,0.0,0.0,25,0,24,1,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2026,2048,T1.0,equal_mix,-0.03980000000447035,0.19900000002235171,0.0,0.0,0.0,25,0,24,1,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2026,2048,T1.0,consensus_vote,-0.03980400000447035,0.1989991676923029,0.0,0.0,0.0,25,0,24,1,0.17971249487899976,0.31731050786291415
Qwen2.5-3B,aime2026,2048,equal_mix,consensus_vote,-4e-06,2e-05,0.0,0.0,0.0,25,0,25,0,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,aime2026,2048,T1.0,best_fixed_T,-0.07805200081318617,0.27020299915970636,0.0,0.0,0.0,25,0,23,2,0.17971249487899976,0.31731050786291415
Qwen2.5-3B,aime2026,2048,equal_mix,best_fixed_T,-0.03825200080871582,0.19126000404357912,0.0,0.0,0.0,25,0,24,1,0.31731050786291415,0.31731050786291415
Qwen2.5-3B,gsm8kfull,1,T1.0,equal_mix,-0.056663885529176374,0.1611804221465541,-0.1077499934434891,-0.029400020837783813,-0.005650003489851951,1318,180,238,900,5.753954652084079e-85,9.589924420140131e-85
Qwen2.5-3B,gsm8kfull,1,T1.0,consensus_vote,-0.056663885529176374,0.1611804221465541,-0.1077499934434891,-0.029400020837783813,-0.005650003489851951,1318,180,238,900,5.753954652084079e-85,9.589924420140131e-85
Qwen2.5-3B,gsm8kfull,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,1318,0,1318,0,1.0,1.0
Qwen2.5-3B,gsm8kfull,1,T1.0,best_fixed_T,-0.05673050195957733,0.1610112848814626,-0.10770000331103802,-0.029400020837783813,-0.005800008773803711,1318,179,237,902,2.4997361514683052e-85,9.589924420140131e-85
Qwen2.5-3B,gsm8kfull,1,equal_mix,best_fixed_T,-6.661643040096545e-05,0.004127610101476073,0.0,0.0,0.0,1318,27,1263,28,0.42673269768604605,0.5334158721075576
Qwen2.5-3B,gsm8kfull,2,T1.0,equal_mix,-0.05143163923149709,0.14089807767117285,-0.09742500679492949,-0.02789998512268066,-0.005424986338615434,1318,181,236,901,6.721604640443887e-85,1.6804011601109717e-84
