model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source
Qwen2.5-3B,aime2024,L1,1,16,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,16,1.1,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L1,1,16,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,32,1.1,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L1,1,32,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,1.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,64,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,128,1.1,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L1,1,128,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,1.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L1,1,256,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.1,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.2,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.3,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.4,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.5,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.6,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.7,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.8,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,1,0.9,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,1,1.0,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,1,1.1,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,1,1.2,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.1,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.2,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.3,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.4,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.5,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.6,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.7,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.8,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,2,0.9,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,2,1.0,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,2,1.1,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,2,1.2,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.1,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.3,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.4,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.6,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.7,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.8,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,4,0.9,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,4,1.0,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,4,1.1,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,4,1.2,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.1,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.7,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,8,0.9,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,8,1.0,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,8,1.1,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,8,1.2,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,1.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,16,1.2,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,1.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,32,1.2,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,1.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,64,1.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,1.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,128,1.2,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.8,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,0.9,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,1.0,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,1.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L3,1,256,1.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.1,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.2,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.3,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.4,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.5,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.6,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.7,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.8,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,1,0.9,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,1,1.0,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,1,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,1,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.1,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.2,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.3,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.4,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.5,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.6,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.7,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.8,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,2,0.9,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,2,1.0,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,2,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,2,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.1,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.2,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.3,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.4,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.5,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.6,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.7,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.8,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,4,0.9,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,4,1.0,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,4,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,4,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.1,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.2,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.3,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.4,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.5,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.6,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.7,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.8,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,8,0.9,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,8,1.0,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,8,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,8,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.1,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.2,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.4,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.5,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.6,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.7,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.8,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,16,0.9,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,16,1.0,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,16,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,16,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.1,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.3,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.4,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.6,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.7,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.8,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,32,0.9,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,32,1.0,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,32,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,32,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.1,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.4,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.7,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.8,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,64,0.9,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,64,1.0,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,64,1.1,0.167,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,64,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.8,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,128,0.9,0.5,0.5,markdown
Qwen2.5-3B,aime2024,L4,1,128,1.0,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,128,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,128,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.1,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.2,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.3,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.4,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.5,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.6,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.7,1.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.8,0.833,0.373,markdown
Qwen2.5-3B,aime2024,L4,1,256,0.9,0.667,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,256,1.0,0.333,0.471,markdown
Qwen2.5-3B,aime2024,L4,1,256,1.1,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L4,1,256,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.1,0.011,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.3,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.4,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.5,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.6,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.7,0.011,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.8,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,1,0.9,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,1,1.0,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,1,1.1,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,1,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.1,0.011,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.3,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.4,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.5,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.6,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.7,0.011,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.8,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,2,0.9,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,2,1.0,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,2,1.1,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,2,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.1,0.011,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.2,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.3,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.4,0.033,0.051,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.5,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.6,0.056,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.7,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.8,0.056,0.06,markdown
Qwen2.5-3B,aime2024,L5,15,4,0.9,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,4,1.0,0.044,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,4,1.1,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,4,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.1,0.044,0.063,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.2,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.3,0.056,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.4,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.5,0.056,0.046,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.6,0.089,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.7,0.044,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.8,0.067,0.038,markdown
Qwen2.5-3B,aime2024,L5,15,8,0.9,0.033,0.051,markdown
Qwen2.5-3B,aime2024,L5,15,8,1.0,0.056,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,8,1.1,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,8,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.1,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.2,0.044,0.063,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.3,0.078,0.071,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.4,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.5,0.056,0.046,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.6,0.067,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.7,0.044,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.8,0.056,0.046,markdown
Qwen2.5-3B,aime2024,L5,15,16,0.9,0.078,0.071,markdown
Qwen2.5-3B,aime2024,L5,15,16,1.0,0.067,0.038,markdown
Qwen2.5-3B,aime2024,L5,15,16,1.1,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,16,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.1,0.011,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.2,0.022,0.05,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.3,0.067,0.054,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.4,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.5,0.044,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.6,0.056,0.025,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.7,0.067,0.038,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.8,0.078,0.071,markdown
Qwen2.5-3B,aime2024,L5,15,32,0.9,0.067,0.038,markdown
Qwen2.5-3B,aime2024,L5,15,32,1.0,0.067,0.038,markdown
Qwen2.5-3B,aime2024,L5,15,32,1.1,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,32,1.2,0.0,0.0,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.1,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.2,0.033,0.033,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.3,0.067,0.054,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.4,0.022,0.031,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.5,0.067,0.054,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.6,0.067,0.038,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.7,0.078,0.046,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.8,0.078,0.06,markdown
Qwen2.5-3B,aime2024,L5,15,64,0.9,0.078,0.071,markdown
Qwen2.5-3B,aime2024,L5,15,64,1.0,0.011,0.025,markdown
