model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source
Qwen2.5-3B,math1k,L4,200,8,1.0,0.469,0.022,markdown
Qwen2.5-3B,math1k,L4,200,8,1.1,0.428,0.029,markdown
Qwen2.5-3B,math1k,L4,200,8,1.2,0.333,0.027,markdown
Qwen2.5-3B,math1k,L4,200,16,0.1,0.43,0.018,markdown
Qwen2.5-3B,math1k,L4,200,16,0.2,0.537,0.034,markdown
Qwen2.5-3B,math1k,L4,200,16,0.3,0.605,0.021,markdown
Qwen2.5-3B,math1k,L4,200,16,0.4,0.6,0.021,markdown
Qwen2.5-3B,math1k,L4,200,16,0.5,0.618,0.036,markdown
Qwen2.5-3B,math1k,L4,200,16,0.6,0.634,0.028,markdown
Qwen2.5-3B,math1k,L4,200,16,0.7,0.626,0.037,markdown
Qwen2.5-3B,math1k,L4,200,16,0.8,0.613,0.024,markdown
Qwen2.5-3B,math1k,L4,200,16,0.9,0.56,0.02,markdown
Qwen2.5-3B,math1k,L4,200,16,1.0,0.552,0.017,markdown
Qwen2.5-3B,math1k,L4,200,16,1.1,0.499,0.025,markdown
Qwen2.5-3B,math1k,L4,200,16,1.2,0.406,0.03,markdown
Qwen2.5-3B,math1k,L4,200,32,0.1,0.436,0.024,markdown
Qwen2.5-3B,math1k,L4,200,32,0.2,0.584,0.018,markdown
Qwen2.5-3B,math1k,L4,200,32,0.3,0.637,0.026,markdown
Qwen2.5-3B,math1k,L4,200,32,0.4,0.659,0.019,markdown
Qwen2.5-3B,math1k,L4,200,32,0.5,0.657,0.015,markdown
Qwen2.5-3B,math1k,L4,200,32,0.6,0.669,0.028,markdown
Qwen2.5-3B,math1k,L4,200,32,0.7,0.664,0.011,markdown
Qwen2.5-3B,math1k,L4,200,32,0.8,0.658,0.031,markdown
Qwen2.5-3B,math1k,L4,200,32,0.9,0.615,0.025,markdown
Qwen2.5-3B,math1k,L4,200,32,1.0,0.595,0.012,markdown
Qwen2.5-3B,math1k,L4,200,32,1.1,0.546,0.028,markdown
Qwen2.5-3B,math1k,L4,200,32,1.2,0.449,0.037,markdown
Qwen2.5-3B,math1k,L4,200,64,0.1,0.43,0.032,markdown
Qwen2.5-3B,math1k,L4,200,64,0.2,0.592,0.024,markdown
Qwen2.5-3B,math1k,L4,200,64,0.3,0.663,0.015,markdown
Qwen2.5-3B,math1k,L4,200,64,0.4,0.692,0.025,markdown
Qwen2.5-3B,math1k,L4,200,64,0.5,0.677,0.017,markdown
Qwen2.5-3B,math1k,L4,200,64,0.6,0.698,0.015,markdown
Qwen2.5-3B,math1k,L4,200,64,0.7,0.698,0.014,markdown
Qwen2.5-3B,math1k,L4,200,64,0.8,0.686,0.012,markdown
Qwen2.5-3B,math1k,L4,200,64,0.9,0.659,0.016,markdown
Qwen2.5-3B,math1k,L4,200,64,1.0,0.627,0.01,markdown
Qwen2.5-3B,math1k,L4,200,64,1.1,0.563,0.021,markdown
Qwen2.5-3B,math1k,L4,200,64,1.2,0.465,0.029,markdown
Qwen2.5-3B,math1k,L4,200,128,0.1,0.427,0.02,markdown
Qwen2.5-3B,math1k,L4,200,128,0.2,0.594,0.02,markdown
Qwen2.5-3B,math1k,L4,200,128,0.3,0.678,0.013,markdown
Qwen2.5-3B,math1k,L4,200,128,0.4,0.706,0.018,markdown
Qwen2.5-3B,math1k,L4,200,128,0.5,0.714,0.023,markdown
Qwen2.5-3B,math1k,L4,200,128,0.6,0.723,0.012,markdown
Qwen2.5-3B,math1k,L4,200,128,0.7,0.705,0.01,markdown
Qwen2.5-3B,math1k,L4,200,128,0.8,0.695,0.017,markdown
Qwen2.5-3B,math1k,L4,200,128,0.9,0.666,0.019,markdown
Qwen2.5-3B,math1k,L4,200,128,1.0,0.644,0.01,markdown
Qwen2.5-3B,math1k,L4,200,128,1.1,0.59,0.014,markdown
Qwen2.5-3B,math1k,L4,200,128,1.2,0.485,0.023,markdown
Qwen2.5-3B,math1k,L4,200,256,0.1,0.408,0.014,markdown
Qwen2.5-3B,math1k,L4,200,256,0.2,0.604,0.019,markdown
Qwen2.5-3B,math1k,L4,200,256,0.3,0.673,0.01,markdown
Qwen2.5-3B,math1k,L4,200,256,0.4,0.718,0.009,markdown
Qwen2.5-3B,math1k,L4,200,256,0.5,0.717,0.016,markdown
Qwen2.5-3B,math1k,L4,200,256,0.6,0.738,0.015,markdown
Qwen2.5-3B,math1k,L4,200,256,0.7,0.714,0.01,markdown
Qwen2.5-3B,math1k,L4,200,256,0.8,0.695,0.008,markdown
Qwen2.5-3B,math1k,L4,200,256,0.9,0.678,0.017,markdown
Qwen2.5-3B,math1k,L4,200,256,1.0,0.657,0.02,markdown
Qwen2.5-3B,math1k,L4,200,256,1.1,0.605,0.007,markdown
Qwen2.5-3B,math1k,L4,200,256,1.2,0.492,0.021,markdown
Qwen2.5-3B,math1k,L5,200,1,0.1,0.067,0.012,markdown
Qwen2.5-3B,math1k,L5,200,1,0.2,0.079,0.02,markdown
Qwen2.5-3B,math1k,L5,200,1,0.3,0.101,0.017,markdown
Qwen2.5-3B,math1k,L5,200,1,0.4,0.106,0.025,markdown
Qwen2.5-3B,math1k,L5,200,1,0.5,0.11,0.017,markdown
Qwen2.5-3B,math1k,L5,200,1,0.6,0.127,0.026,markdown
Qwen2.5-3B,math1k,L5,200,1,0.7,0.13,0.021,markdown
Qwen2.5-3B,math1k,L5,200,1,0.8,0.138,0.024,markdown
Qwen2.5-3B,math1k,L5,200,1,0.9,0.111,0.018,markdown
Qwen2.5-3B,math1k,L5,200,1,1.0,0.119,0.016,markdown
Qwen2.5-3B,math1k,L5,200,1,1.1,0.115,0.024,markdown
Qwen2.5-3B,math1k,L5,200,1,1.2,0.083,0.011,markdown
Qwen2.5-3B,math1k,L5,200,2,0.1,0.067,0.012,markdown
Qwen2.5-3B,math1k,L5,200,2,0.2,0.079,0.02,markdown
Qwen2.5-3B,math1k,L5,200,2,0.3,0.101,0.017,markdown
Qwen2.5-3B,math1k,L5,200,2,0.4,0.106,0.025,markdown
Qwen2.5-3B,math1k,L5,200,2,0.5,0.11,0.017,markdown
Qwen2.5-3B,math1k,L5,200,2,0.6,0.127,0.026,markdown
Qwen2.5-3B,math1k,L5,200,2,0.7,0.13,0.021,markdown
Qwen2.5-3B,math1k,L5,200,2,0.8,0.138,0.024,markdown
Qwen2.5-3B,math1k,L5,200,2,0.9,0.111,0.018,markdown
Qwen2.5-3B,math1k,L5,200,2,1.0,0.119,0.016,markdown
Qwen2.5-3B,math1k,L5,200,2,1.1,0.115,0.024,markdown
Qwen2.5-3B,math1k,L5,200,2,1.2,0.083,0.011,markdown
Qwen2.5-3B,math1k,L5,200,4,0.1,0.065,0.017,markdown
Qwen2.5-3B,math1k,L5,200,4,0.2,0.072,0.012,markdown
Qwen2.5-3B,math1k,L5,200,4,0.3,0.095,0.008,markdown
Qwen2.5-3B,math1k,L5,200,4,0.4,0.113,0.01,markdown
Qwen2.5-3B,math1k,L5,200,4,0.5,0.115,0.024,markdown
Qwen2.5-3B,math1k,L5,200,4,0.6,0.133,0.021,markdown
Qwen2.5-3B,math1k,L5,200,4,0.7,0.14,0.018,markdown
Qwen2.5-3B,math1k,L5,200,4,0.8,0.142,0.019,markdown
Qwen2.5-3B,math1k,L5,200,4,0.9,0.125,0.011,markdown
Qwen2.5-3B,math1k,L5,200,4,1.0,0.147,0.015,markdown
Qwen2.5-3B,math1k,L5,200,4,1.1,0.121,0.019,markdown
Qwen2.5-3B,math1k,L5,200,4,1.2,0.099,0.015,markdown
Qwen2.5-3B,math1k,L5,200,8,0.1,0.054,0.015,markdown
Qwen2.5-3B,math1k,L5,200,8,0.2,0.078,0.013,markdown
Qwen2.5-3B,math1k,L5,200,8,0.3,0.112,0.012,markdown
Qwen2.5-3B,math1k,L5,200,8,0.4,0.126,0.012,markdown
Qwen2.5-3B,math1k,L5,200,8,0.5,0.143,0.013,markdown
Qwen2.5-3B,math1k,L5,200,8,0.6,0.148,0.017,markdown
Qwen2.5-3B,math1k,L5,200,8,0.7,0.163,0.015,markdown
Qwen2.5-3B,math1k,L5,200,8,0.8,0.157,0.018,markdown
Qwen2.5-3B,math1k,L5,200,8,0.9,0.151,0.004,markdown
Qwen2.5-3B,math1k,L5,200,8,1.0,0.171,0.028,markdown
Qwen2.5-3B,math1k,L5,200,8,1.1,0.151,0.023,markdown
Qwen2.5-3B,math1k,L5,200,8,1.2,0.121,0.017,markdown
Qwen2.5-3B,math1k,L5,200,16,0.1,0.043,0.009,markdown
Qwen2.5-3B,math1k,L5,200,16,0.2,0.077,0.013,markdown
Qwen2.5-3B,math1k,L5,200,16,0.3,0.123,0.016,markdown
Qwen2.5-3B,math1k,L5,200,16,0.4,0.144,0.017,markdown
Qwen2.5-3B,math1k,L5,200,16,0.5,0.137,0.021,markdown
Qwen2.5-3B,math1k,L5,200,16,0.6,0.163,0.009,markdown
Qwen2.5-3B,math1k,L5,200,16,0.7,0.188,0.023,markdown
Qwen2.5-3B,math1k,L5,200,16,0.8,0.168,0.012,markdown
Qwen2.5-3B,math1k,L5,200,16,0.9,0.171,0.018,markdown
Qwen2.5-3B,math1k,L5,200,16,1.0,0.179,0.017,markdown
Qwen2.5-3B,math1k,L5,200,16,1.1,0.164,0.011,markdown
Qwen2.5-3B,math1k,L5,200,16,1.2,0.142,0.015,markdown
Qwen2.5-3B,math1k,L5,200,32,0.1,0.04,0.01,markdown
Qwen2.5-3B,math1k,L5,200,32,0.2,0.078,0.011,markdown
Qwen2.5-3B,math1k,L5,200,32,0.3,0.122,0.008,markdown
Qwen2.5-3B,math1k,L5,200,32,0.4,0.138,0.011,markdown
Qwen2.5-3B,math1k,L5,200,32,0.5,0.152,0.013,markdown
Qwen2.5-3B,math1k,L5,200,32,0.6,0.177,0.012,markdown
Qwen2.5-3B,math1k,L5,200,32,0.7,0.189,0.024,markdown
Qwen2.5-3B,math1k,L5,200,32,0.8,0.183,0.013,markdown
Qwen2.5-3B,math1k,L5,200,32,0.9,0.185,0.014,markdown
Qwen2.5-3B,math1k,L5,200,32,1.0,0.192,0.011,markdown
Qwen2.5-3B,math1k,L5,200,32,1.1,0.185,0.019,markdown
Qwen2.5-3B,math1k,L5,200,32,1.2,0.154,0.009,markdown
Qwen2.5-3B,math1k,L5,200,64,0.1,0.04,0.012,markdown
Qwen2.5-3B,math1k,L5,200,64,0.2,0.085,0.017,markdown
Qwen2.5-3B,math1k,L5,200,64,0.3,0.12,0.012,markdown
Qwen2.5-3B,math1k,L5,200,64,0.4,0.143,0.012,markdown
Qwen2.5-3B,math1k,L5,200,64,0.5,0.158,0.01,markdown
Qwen2.5-3B,math1k,L5,200,64,0.6,0.165,0.014,markdown
Qwen2.5-3B,math1k,L5,200,64,0.7,0.181,0.013,markdown
Qwen2.5-3B,math1k,L5,200,64,0.8,0.177,0.007,markdown
Qwen2.5-3B,math1k,L5,200,64,0.9,0.189,0.016,markdown
Qwen2.5-3B,math1k,L5,200,64,1.0,0.199,0.015,markdown
Qwen2.5-3B,math1k,L5,200,64,1.1,0.183,0.013,markdown
Qwen2.5-3B,math1k,L5,200,64,1.2,0.151,0.009,markdown
Qwen2.5-3B,math1k,L5,200,128,0.1,0.045,0.006,markdown
Qwen2.5-3B,math1k,L5,200,128,0.2,0.083,0.009,markdown
Qwen2.5-3B,math1k,L5,200,128,0.3,0.114,0.012,markdown
Qwen2.5-3B,math1k,L5,200,128,0.4,0.146,0.01,markdown
Qwen2.5-3B,math1k,L5,200,128,0.5,0.158,0.014,markdown
Qwen2.5-3B,math1k,L5,200,128,0.6,0.178,0.015,markdown
Qwen2.5-3B,math1k,L5,200,128,0.7,0.172,0.017,markdown
Qwen2.5-3B,math1k,L5,200,128,0.8,0.19,0.007,markdown
Qwen2.5-3B,math1k,L5,200,128,0.9,0.198,0.017,markdown
Qwen2.5-3B,math1k,L5,200,128,1.0,0.205,0.014,markdown
Qwen2.5-3B,math1k,L5,200,128,1.1,0.184,0.007,markdown
Qwen2.5-3B,math1k,L5,200,128,1.2,0.152,0.016,markdown
Qwen2.5-3B,math1k,L5,200,256,0.1,0.043,0.008,markdown
Qwen2.5-3B,math1k,L5,200,256,0.2,0.097,0.01,markdown
Qwen2.5-3B,math1k,L5,200,256,0.3,0.112,0.014,markdown
Qwen2.5-3B,math1k,L5,200,256,0.4,0.141,0.011,markdown
Qwen2.5-3B,math1k,L5,200,256,0.5,0.162,0.007,markdown
Qwen2.5-3B,math1k,L5,200,256,0.6,0.167,0.009,markdown
Qwen2.5-3B,math1k,L5,200,256,0.7,0.175,0.014,markdown
Qwen2.5-3B,math1k,L5,200,256,0.8,0.178,0.009,markdown
Qwen2.5-3B,math1k,L5,200,256,0.9,0.193,0.015,markdown
Qwen2.5-3B,math1k,L5,200,256,1.0,0.196,0.008,markdown
Qwen2.5-3B,math1k,L5,200,256,1.1,0.188,0.004,markdown
Qwen2.5-3B,math1k,L5,200,256,1.2,0.156,0.013,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.1,0.963,0.012,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.2,0.942,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.3,0.936,0.019,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.4,0.921,0.011,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.5,0.901,0.034,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.6,0.894,0.023,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.7,0.871,0.01,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.8,0.851,0.012,markdown
Phi-4-mini-instruct,math500,L1,214,1,0.9,0.826,0.016,markdown
Phi-4-mini-instruct,math500,L1,214,1,1.0,0.794,0.027,markdown
Phi-4-mini-instruct,math500,L1,214,1,1.1,0.734,0.027,markdown
Phi-4-mini-instruct,math500,L1,214,1,1.2,0.653,0.016,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.1,0.963,0.012,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.2,0.942,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.3,0.936,0.019,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.4,0.921,0.011,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.5,0.901,0.034,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.6,0.894,0.023,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.7,0.871,0.01,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.8,0.851,0.012,markdown
Phi-4-mini-instruct,math500,L1,214,2,0.9,0.826,0.016,markdown
Phi-4-mini-instruct,math500,L1,214,2,1.0,0.794,0.027,markdown
Phi-4-mini-instruct,math500,L1,214,2,1.1,0.734,0.027,markdown
Phi-4-mini-instruct,math500,L1,214,2,1.2,0.653,0.016,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.1,0.988,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.2,0.986,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.3,0.979,0.01,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.4,0.981,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.5,0.979,0.013,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.6,0.967,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.7,0.952,0.011,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.8,0.944,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,4,0.9,0.933,0.015,markdown
Phi-4-mini-instruct,math500,L1,214,4,1.0,0.924,0.012,markdown
Phi-4-mini-instruct,math500,L1,214,4,1.1,0.882,0.013,markdown
Phi-4-mini-instruct,math500,L1,214,4,1.2,0.776,0.02,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.1,0.998,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.2,0.997,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.3,0.995,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.4,0.993,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.5,0.991,0.005,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.6,0.988,0.008,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.7,0.98,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.8,0.978,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,8,0.9,0.965,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,8,1.0,0.964,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,8,1.1,0.94,0.011,markdown
Phi-4-mini-instruct,math500,L1,214,8,1.2,0.85,0.016,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.1,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.2,0.998,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.3,0.998,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.4,0.999,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.5,0.992,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.6,0.992,0.005,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.7,0.987,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.8,0.985,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,16,0.9,0.984,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,16,1.0,0.977,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,16,1.1,0.963,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,16,1.2,0.881,0.01,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.1,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.2,0.999,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.3,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.4,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.5,0.997,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.6,0.994,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.7,0.988,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.8,0.987,0.008,markdown
Phi-4-mini-instruct,math500,L1,214,32,0.9,0.985,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,32,1.0,0.984,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,32,1.1,0.978,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,32,1.2,0.895,0.013,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.1,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.2,0.999,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.3,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.4,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.5,0.998,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.6,0.993,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.7,0.989,0.005,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.8,0.986,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,64,0.9,0.988,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,64,1.0,0.987,0.007,markdown
Phi-4-mini-instruct,math500,L1,214,64,1.1,0.984,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,64,1.2,0.91,0.01,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.1,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.2,0.999,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.3,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.4,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.5,0.998,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.6,0.996,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.7,0.991,0.005,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.8,0.988,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,128,0.9,0.989,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,128,1.0,0.987,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,128,1.1,0.984,0.004,markdown
Phi-4-mini-instruct,math500,L1,214,128,1.2,0.913,0.013,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.1,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.2,0.999,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.3,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.4,1.0,0.0,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.5,0.998,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.6,0.997,0.002,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.7,0.992,0.005,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.8,0.987,0.006,markdown
Phi-4-mini-instruct,math500,L1,214,256,0.9,0.988,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,256,1.0,0.986,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,256,1.1,0.987,0.003,markdown
Phi-4-mini-instruct,math500,L1,214,256,1.2,0.914,0.008,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.1,0.702,0.068,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.2,0.698,0.081,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.3,0.667,0.055,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.4,0.636,0.048,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.5,0.589,0.029,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.6,0.612,0.062,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.7,0.593,0.065,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.8,0.543,0.072,markdown
Phi-4-mini-instruct,math500,L2,43,1,0.9,0.539,0.049,markdown
Phi-4-mini-instruct,math500,L2,43,1,1.0,0.5,0.042,markdown
Phi-4-mini-instruct,math500,L2,43,1,1.1,0.461,0.066,markdown
Phi-4-mini-instruct,math500,L2,43,1,1.2,0.333,0.032,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.1,0.702,0.068,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.2,0.698,0.081,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.3,0.667,0.055,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.4,0.636,0.048,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.5,0.589,0.029,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.6,0.612,0.062,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.7,0.593,0.065,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.8,0.543,0.072,markdown
Phi-4-mini-instruct,math500,L2,43,2,0.9,0.539,0.049,markdown
Phi-4-mini-instruct,math500,L2,43,2,1.0,0.5,0.042,markdown
Phi-4-mini-instruct,math500,L2,43,2,1.1,0.461,0.066,markdown
Phi-4-mini-instruct,math500,L2,43,2,1.2,0.333,0.032,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.1,0.853,0.04,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.2,0.864,0.049,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.3,0.845,0.026,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.4,0.795,0.058,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.5,0.767,0.038,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.6,0.779,0.064,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.7,0.748,0.031,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.8,0.698,0.083,markdown
Phi-4-mini-instruct,math500,L2,43,4,0.9,0.651,0.048,markdown
Phi-4-mini-instruct,math500,L2,43,4,1.0,0.667,0.048,markdown
Phi-4-mini-instruct,math500,L2,43,4,1.1,0.523,0.052,markdown
Phi-4-mini-instruct,math500,L2,43,4,1.2,0.426,0.05,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.1,0.922,0.032,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.2,0.926,0.031,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.3,0.876,0.017,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.4,0.891,0.032,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.5,0.864,0.025,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.6,0.868,0.029,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.7,0.853,0.048,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.8,0.822,0.058,markdown
Phi-4-mini-instruct,math500,L2,43,8,0.9,0.767,0.059,markdown
Phi-4-mini-instruct,math500,L2,43,8,1.0,0.764,0.041,markdown
Phi-4-mini-instruct,math500,L2,43,8,1.1,0.69,0.042,markdown
Phi-4-mini-instruct,math500,L2,43,8,1.2,0.477,0.046,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.1,0.953,0.019,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.2,0.953,0.027,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.3,0.942,0.022,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.4,0.953,0.013,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.5,0.926,0.028,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.6,0.926,0.034,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.7,0.895,0.035,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.8,0.884,0.054,markdown
Phi-4-mini-instruct,math500,L2,43,16,0.9,0.845,0.022,markdown
Phi-4-mini-instruct,math500,L2,43,16,1.0,0.818,0.025,markdown
Phi-4-mini-instruct,math500,L2,43,16,1.1,0.713,0.074,markdown
Phi-4-mini-instruct,math500,L2,43,16,1.2,0.504,0.056,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.1,0.988,0.012,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.2,0.977,0.019,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.3,0.977,0.013,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.4,0.977,0.013,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.5,0.961,0.029,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.6,0.942,0.022,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.7,0.934,0.025,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.8,0.907,0.045,markdown
Phi-4-mini-instruct,math500,L2,43,32,0.9,0.872,0.026,markdown
Phi-4-mini-instruct,math500,L2,43,32,1.0,0.853,0.022,markdown
Phi-4-mini-instruct,math500,L2,43,32,1.1,0.748,0.049,markdown
Phi-4-mini-instruct,math500,L2,43,32,1.2,0.496,0.037,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.1,0.996,0.009,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.2,0.984,0.011,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.3,0.984,0.022,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.4,0.977,0.023,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.5,0.953,0.03,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.6,0.953,0.027,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.7,0.922,0.022,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.8,0.922,0.032,markdown
Phi-4-mini-instruct,math500,L2,43,64,0.9,0.903,0.025,markdown
Phi-4-mini-instruct,math500,L2,43,64,1.0,0.888,0.037,markdown
Phi-4-mini-instruct,math500,L2,43,64,1.1,0.764,0.037,markdown
