combo,baseline,N,stratum,mean,std6,n_pids
math1k_Qwen2.5-3B,T0.2,2,L3,0.5209903679226512,0.0009446509399951288,199
math1k_Qwen2.5-3B,T0.2,2,L4,0.34401683043841463,0.0027019091115527503,203
math1k_Qwen2.5-3B,T0.2,2,L5,0.08509375031571835,0.002717636192607371,200
math1k_Qwen2.5-3B,T0.2,2,overall,0.5192166667509204,0.0024059912002508173,1000
math1k_Qwen2.5-3B,T0.3,2,L1,0.9477072874804837,0.0023112681661959533,199
math1k_Qwen2.5-3B,T0.3,2,L2,0.6812604684850679,0.004204259196409708,199
math1k_Qwen2.5-3B,T0.3,2,L3,0.524623115414401,0.0030158605264129883,199
math1k_Qwen2.5-3B,T0.3,2,L4,0.3660919534284101,0.0019618298530003305,203
math1k_Qwen2.5-3B,T0.3,2,L5,0.10363541682328409,0.0023124719357554705,200
math1k_Qwen2.5-3B,T0.3,2,overall,0.5236083333152346,0.002870771299131891,1000
math1k_Qwen2.5-3B,T0.4,2,L1,0.9370288964442074,0.001013430536807292,199
math1k_Qwen2.5-3B,T0.4,2,L2,0.6692943892362129,0.0035050963721293465,199
math1k_Qwen2.5-3B,T0.4,2,L3,0.5228747898116832,0.0035277621014395736,199
math1k_Qwen2.5-3B,T0.4,2,L4,0.3691605085588086,0.002591893569251941,203
math1k_Qwen2.5-3B,T0.4,2,L5,0.11706250011377657,0.0029009695262115173,200
math1k_Qwen2.5-3B,T0.4,2,overall,0.5220625002831221,0.002858788673136843,1000
math1k_Qwen2.5-3B,T0.5,2,L1,0.9289258813588462,0.0008031849482147658,199
math1k_Qwen2.5-3B,T0.5,2,L2,0.6605841713447367,0.00483215347887753,199
math1k_Qwen2.5-3B,T0.5,2,L3,0.5125628141046717,0.0035772055700113567,199
math1k_Qwen2.5-3B,T0.5,2,L4,0.3703099338487647,0.0035521431950395494,203
math1k_Qwen2.5-3B,T0.5,2,L5,0.12372916692324604,0.003912053980853152,200
math1k_Qwen2.5-3B,T0.5,2,overall,0.5182312504507911,0.003597732907706187,1000
math1k_Qwen2.5-3B,T0.6,2,L1,0.9185824977542886,0.0012596789916506418,199
math1k_Qwen2.5-3B,T0.6,2,L2,0.6453622274437741,0.0015947434009459997,199
math1k_Qwen2.5-3B,T0.6,2,L3,0.5051821601020182,0.0016508276121770492,199
math1k_Qwen2.5-3B,T0.6,2,L4,0.36855500809426234,0.004740766748742578,203
math1k_Qwen2.5-3B,T0.6,2,L5,0.1278437502651165,0.001774273820061668,200
math1k_Qwen2.5-3B,T0.6,2,overall,0.5121416668708747,0.0025605075016336995,1000
math1k_Qwen2.5-3B,T0.7,2,L1,0.9076947248361419,0.001442674267102047,199
math1k_Qwen2.5-3B,T0.7,2,L2,0.6292713565043669,0.0008189963228463971,199
math1k_Qwen2.5-3B,T0.7,2,L3,0.48954145667428645,0.005788548047008339,199
math1k_Qwen2.5-3B,T0.7,2,L4,0.3554084565381907,0.004560213387501503,203
math1k_Qwen2.5-3B,T0.7,2,L5,0.1339791668811813,0.0031368941361780626,200
math1k_Qwen2.5-3B,T0.7,2,overall,0.5022187501184333,0.003661301405265518,1000
math1k_Qwen2.5-3B,T0.8,2,L1,0.8950481584772992,0.0026863341149892524,199
math1k_Qwen2.5-3B,T0.8,2,L2,0.6116624787243916,0.0035960535740850903,199
math1k_Qwen2.5-3B,T0.8,2,L3,0.4719011723789288,0.007316226063810253,199
math1k_Qwen2.5-3B,T0.8,2,L4,0.34496100102773025,0.002647473114686642,203
math1k_Qwen2.5-3B,T0.8,2,L5,0.13077083357221755,0.0025524701416171206,200
math1k_Qwen2.5-3B,T0.8,2,overall,0.48992500002961603,0.004169799389576024,1000
math1k_Qwen2.5-3B,T0.9,2,L1,0.8801926319523273,0.002410184068179303,199
math1k_Qwen2.5-3B,T0.9,2,L2,0.5843907025060812,0.005430385165605889,199
math1k_Qwen2.5-3B,T0.9,2,L3,0.4496859298064256,0.00604922657448483,199
math1k_Qwen2.5-3B,T0.9,2,L4,0.32755541855512166,0.003535737043559231,203
math1k_Qwen2.5-3B,T0.9,2,L5,0.13056250025518237,0.003411377971665138,200
math1k_Qwen2.5-3B,T0.9,2,overall,0.47354583360642816,0.004378543457132164,1000
math1k_Qwen2.5-3B,T1.0,2,L1,0.8629606386499988,0.0024779864831791774,199
math1k_Qwen2.5-3B,T1.0,2,L2,0.5522508370679128,0.0036959907329963283,199
math1k_Qwen2.5-3B,T1.0,2,L3,0.42083333334316136,0.005199801023728484,199
math1k_Qwen2.5-3B,T1.0,2,L4,0.309123562681007,0.00416620640136663,203
math1k_Qwen2.5-3B,T1.0,2,L5,0.12580208344617858,0.0029107603875861447,200
math1k_Qwen2.5-3B,T1.0,2,overall,0.45328541691663365,0.0038129952181720364,1000
math1k_Qwen2.5-3B,T1.1,2,L1,0.8409966515186844,0.0013071763616717275,199
math1k_Qwen2.5-3B,T1.1,2,L2,0.5070351754756679,0.0018480582569333685,199
math1k_Qwen2.5-3B,T1.1,2,L3,0.37797319903498644,0.0039698629777522405,199
math1k_Qwen2.5-3B,T1.1,2,L4,0.2744663378892066,0.0031947788749298643,203
math1k_Qwen2.5-3B,T1.1,2,L5,0.11486458360605563,0.00215762340778311,200
math1k_Qwen2.5-3B,T1.1,2,overall,0.4221645834925585,0.0026756110414987346,1000
