model,dataset,stratum,N,best_t_mean,best_t_seed_std,t_star,level_n_problems,dataset_family,acc_t1p0_mean,acc_t0p1_mean,acc_random_t_mean,acc_equal_mix_mean,acc_consensus_vote_mean,acc_t1p0_std,acc_t0p1_std,acc_random_t_std,acc_equal_mix_std,acc_consensus_vote_std,acc_v1_mean,acc_v1_std,gap_vs_t1p0,gap_vs_t0p1,gap_vs_random_t,gap_vs_equal_mix,gap_vs_consensus_vote,gap_vs_v1
Llama-3.2-3B,gsm8kfull,L2,64,0.9994287636651789,0.0004670578024456,0.1,62,gsm8kfull,0.9097726259340524,0.9994287636651789,0.8878584234344382,0.9454301075268816,0.9431003584229392,0.0019174340310747,0.0004670578024456,0.0035742744579149,0.0014961072160585,0.0020123919965481,,,0.08965613773112646,0.0,0.11157034023074064,0.05399865613829724,0.0563284052422397,
Llama-3.2-3B,gsm8kfull,L2,128,1.0,0.0,0.1,62,gsm8kfull,0.9188508064616272,1.0,0.8901545703811671,0.9492271505376344,0.9435147849462364,0.0030140964249144,0.0,0.0032066377269152,0.0007588433999083,0.0010547007982583,,,0.0811491935383728,0.0,0.10984542961883292,0.0507728494623656,0.05648521505376358,
Llama-3.2-3B,gsm8kfull,L2,256,1.0,0.0,0.1,62,gsm8kfull,0.9235215054184036,1.0,0.8994623659158586,0.9521505376344086,0.9438508064516128,0.001616259839081,0.0,0.003341345642908,0.0027218986431126,0.002280098431068,,,0.07647849458159639,0.0,0.1005376340841414,0.0478494623655914,0.05614919354838721,
Llama-3.2-3B,gsm8kfull,L2,512,1.0,0.0,0.1,62,gsm8kfull,0.9245295699846038,1.0,0.8980846769396736,0.9521841397849464,0.9407930107526882,0.0015123209546783,0.0,0.0037949315732649,0.000840188161292,0.0010566260218835,,,0.07547043001539622,0.0,0.10191532306032636,0.047815860215053574,0.059206989247311825,
Llama-3.2-3B,gsm8kfull,L2,1024,1.0,0.0,0.1,62,gsm8kfull,0.9256720429471624,1.0,0.8989919353957458,0.9520497311827958,0.939079301075269,0.0020107452566768,0.0,0.0038125638982468,0.0010999765472226,0.0015376426328827,,,0.07432795705283757,0.0,0.10100806460425416,0.04795026881720421,0.060920698924730954,
Llama-3.2-3B,gsm8kfull,L2,1536,1.0,0.0,0.1,62,gsm8kfull,0.9277889784625782,1.0,0.901545699370364,0.9536962365591398,0.938138440860215,0.0015481803786536,0.0,0.0057897195878491,0.0016560099818561,0.0010154300804842,,,0.07221102153742176,0.0,0.098454300629636,0.04630376344086018,0.06186155913978497,
Llama-3.2-3B,gsm8kfull,L2,2048,1.0,0.0,0.1,62,gsm8kfull,0.9292674731182796,1.0,0.8984543018703978,0.953931451612903,0.9368279569892471,0.0012191612241464,0.0,0.0063993171754936,0.0017794551744851,0.0006332913435155,,,0.07073252688172038,0.0,0.10154569812960224,0.04606854838709695,0.06317204301075285,
Llama-3.2-3B,gsm8kfull,L3,1,0.5531250009985847,0.0062673371947139,0.5,48,gsm8kfull,0.4717013880985581,0.5169270800737044,0.5059027759772209,0.5061631944444446,0.5061631944444446,0.0100814100392884,0.0100279013355416,0.0062471051353361,0.0125018083182734,0.0125018083182734,,,0.08142361290002664,0.03619792092488039,0.04722222502136386,0.04696180655414017,0.04696180655414017,
Llama-3.2-3B,gsm8kfull,L3,2,0.5584201373470327,0.0096018099459409,0.3,48,gsm8kfull,0.489887152863149,0.5076822913769219,0.5097656244308584,0.5282118055555555,0.5282118055555555,0.006059189930386,0.0054045083370664,0.0034380928505589,0.007525395853683,0.007525395853683,,,0.06853298448388367,0.05073784597011077,0.048654512916174286,0.030208331791477194,0.030208331791477194,
Llama-3.2-3B,gsm8kfull,L3,4,0.688085937872529,0.0082502174442229,0.3,48,gsm8kfull,0.6175564265965173,0.6042679415808784,0.6298828156044086,0.6634910300925926,0.6634910300925926,0.0154381855453924,0.0062233992643602,0.0083281219994796,0.0065905609111724,0.0065905609111724,,,0.0705295112760117,0.08381799629165065,0.05820312226812041,0.024594907779936448,0.024594907779936448,
Llama-3.2-3B,gsm8kfull,L3,8,0.7823926319057742,0.0101870226567844,0.5,48,gsm8kfull,0.7339715619002365,0.6722842272267573,0.7164782780326076,0.7840857514880953,0.7840857514880953,0.0070683151305008,0.008153554727786,0.0091899160853927,0.0082234794135764,0.0082234794135764,,,0.04842107000553775,0.11010840467901695,0.06591435387316669,-0.001693119582321101,-0.001693119582321101,
Llama-3.2-3B,gsm8kfull,L3,16,0.82927406193792,0.0059198656171991,0.5,48,gsm8kfull,0.7968567218372805,0.7435691564654311,0.7635507610523038,0.8482581018518519,0.8349011381172837,0.0056481759008508,0.0064009571209614,0.0081594793188603,0.0047209763555994,0.0020523149132671,,,0.03241734010063946,0.08570490547248888,0.06572330088561618,-0.018984039913931938,-0.005627076179363755,
Llama-3.2-3B,gsm8kfull,L3,32,0.8534866907996022,0.0041250140642172,0.3,48,gsm8kfull,0.8248582194759768,0.7929542821107639,0.7991854749464741,0.8742621527777779,0.864670138888889,0.0045644431625121,0.0072749916984011,0.0063889146740302,0.0056400235542518,0.002135310803609,,,0.028628471323625337,0.060532408688838246,0.05430121585312808,-0.020775461978175702,-0.01118344808928684,
Llama-3.2-3B,gsm8kfull,L3,64,0.8701605908022936,0.0025429357121361,0.6,48,gsm8kfull,0.8320601859466277,0.8224247703587428,0.8067997690296681,0.8871093750000001,0.8811877893518517,0.0063525223684849,0.0042404007541882,0.0101287873364666,0.0077425008365074,0.0038644383297186,,,0.038100404855665904,0.047735820443550736,0.06336082177262548,-0.016948784197706512,-0.011027198549558137,
Llama-3.2-3B,gsm8kfull,L3,128,0.8795717598695774,0.0035040500160228,0.6,48,gsm8kfull,0.8354745373233325,0.842100696136994,0.8160590303725459,0.8974681712962963,0.8883680555555555,0.0018864326114173,0.0023905428435788,0.0047412038711493,0.0045260309005895,0.0038328363707653,,,0.04409722254624482,0.037471063732583354,0.06351272949703146,-0.01789641142671894,-0.008796295685978173,
Llama-3.2-3B,gsm8kfull,L3,256,0.8875868061117621,0.0019878282446878,0.6,48,gsm8kfull,0.832335069471608,0.8497829875430196,0.8255208341611757,0.9028211805555556,0.896064814814815,0.0030253946778226,0.0032585054021156,0.0100021680866078,0.0038003587222556,0.0054128443897695,,,0.05525173664015415,0.03780381856874249,0.062065971950586385,-0.015234374443793497,-0.00847800870305293,
Llama-3.2-3B,gsm8kfull,L3,512,0.8898437503505394,0.0011876831401675,0.6,48,gsm8kfull,0.8296875001332308,0.853993055759929,0.8257378476232082,0.8987847222222222,0.8940972222222222,0.0030503232761868,0.0033538863634609,0.0062291668367663,0.0024299354367661,0.0036853022326936,,,0.06015625021730864,0.03585069459061041,0.06410590272733119,-0.008940971871682746,-0.00425347187168279,
Llama-3.2-3B,gsm8kfull,L3,1024,0.8927517364888141,0.0016172412730962,0.6,48,gsm8kfull,0.8294704860503165,0.8567708340835654,0.8305121530364784,0.8967447916666668,0.8942708333333332,0.0019024084493589,0.0020036858312845,0.0079457667531889,0.0016776170217089,0.0018266331163281,,,0.06328125043849764,0.03598090240524876,0.06223958345233571,-0.003993055177852645,-0.0015190968445191189,
Llama-3.2-3B,gsm8kfull,L3,1536,0.8939236111537968,0.0009556497710467,0.6,48,gsm8kfull,0.8281249999482597,0.8555989586489482,0.8211805554068027,0.8955729166666666,0.8953993055555557,0.0015362376338108,0.0012297620941358,0.0055406156384171,0.0017662317664388,0.0017713438806506,,,0.0657986112055371,0.03832465250484862,0.07274305574699413,-0.001649305512869792,-0.0014756944017588758,
Llama-3.2-3B,gsm8kfull,L3,2048,0.8946614584581565,0.0009425500076344,0.6,48,gsm8kfull,0.8286024306693839,0.8551215277952401,0.8225260414506516,0.8970920138888888,0.894921875,0.0015310788212748,0.0004848694559681,0.0043067286962602,0.000937741095542,0.0011617035428747,,,0.0660590277887726,0.03953993066291639,0.07213541700750492,-0.0024305554307323396,-0.00026041654184350005,
Llama-3.2-3B,gsm8kfull,L4,1,0.4642948717165451,0.0091839086764728,0.7,65,gsm8kfull,0.4094871786876748,0.3021153841263209,0.3964743584012374,0.3023076923076923,0.3023076923076923,0.0098859369208136,0.0091203328713043,0.0092385117108587,0.0105947402379698,0.0105947402379698,,,0.054807693028870286,0.16217948759022421,0.0678205133153077,0.16198717940885282,0.16198717940885282,
Llama-3.2-3B,gsm8kfull,L4,2,0.474262820623624,0.0043060026909024,0.6,65,gsm8kfull,0.4262499988795472,0.3016987175895617,0.4120512827395055,0.3506089743589743,0.3506089743589743,0.0039519108764874,0.0035238338792152,0.0073918903478427,0.0087362882138483,0.0087362882138483,,,0.04801282174407684,0.17256410303406233,0.06221153788411854,0.1236538462646497,0.1236538462646497,
Llama-3.2-3B,gsm8kfull,L4,4,0.5916079083027749,0.0059158153523699,0.7,65,gsm8kfull,0.5410096204433685,0.2932959410624626,0.4998023559458744,0.4614155982905982,0.4614155982905982,0.0086533860425053,0.0124763980050828,0.0090397669122915,0.0065527563907122,0.0065527563907122,,,0.05059828785940634,0.2983119672403123,0.09180555235690047,0.13019231001217668,0.13019231001217668,
Llama-3.2-3B,gsm8kfull,L4,8,0.6869341436152657,0.0039776895073283,0.8,65,gsm8kfull,0.6577722100111155,0.2797055112747237,0.5783885091925279,0.6194290293040294,0.6194290293040294,0.0084380835940816,0.0038241706021464,0.0116448126572168,0.007718026824761,0.007718026824761,,,0.029161933604150203,0.407228632340542,0.10854563442273779,0.06750511431123629,0.06750511431123629,
Llama-3.2-3B,gsm8kfull,L4,16,0.7544134415614491,0.0055253796098858,0.8,65,gsm8kfull,0.7400391327479903,0.2559102578255801,0.6273692808042353,0.6725317760942762,0.6746352281977283,0.0078410822902205,0.0082415561214814,0.0096814969525655,0.0044187795750511,0.0039922731177805,,,0.014374308813458803,0.498503183735869,0.1270441607572138,0.0818816654671729,0.07977821336372082,
Llama-3.2-3B,gsm8kfull,L4,32,0.7988887672240917,0.0030451264796378,0.9,65,gsm8kfull,0.796153745898165,0.2307692302987934,0.6563154288997444,0.7437206959706959,0.7303141025641026,0.0052180584729092,0.0075324463326719,0.0033247223061197,0.0027338141400451,0.0030735986314105,,,0.002735021325926734,0.5681195369252984,0.14257333832434738,0.055168071253395845,0.06857466465998918,
Llama-3.2-3B,gsm8kfull,L4,64,0.8308820209824122,0.004896112284988,0.9,65,gsm8kfull,0.8243002140416932,0.2153952995267433,0.6825630347459363,0.769775641025641,0.7719380341880341,0.004386151819519,0.0039217818307396,0.0084675942047222,0.0023104506307273,0.0037731156211076,,,0.0065818069407189705,0.6154867214556689,0.14831898623647588,0.06110637995677115,0.05894398679437807,
Llama-3.2-3B,gsm8kfull,L4,128,0.8461431634087019,0.0039647144593112,0.9,65,gsm8kfull,0.8412553424158923,0.2082158125029542,0.6872222232178619,0.7836111111111111,0.8048824786324786,0.0021721609051794,0.0059141922879292,0.0088264055607966,0.0038578170738204,0.0048216322122746,,,0.0048878209928095995,0.6379273509057477,0.15892094019084002,0.06253205229759073,0.041260684776223244,
Llama-3.2-3B,gsm8kfull,L4,256,0.8526816245216207,0.0029496700798116,0.9,65,gsm8kfull,0.8481196587666489,0.2060790595359718,0.69557692367488,0.7877564102564102,0.8124540598290598,0.0028008253379813,0.003217007823255,0.0086747612274124,0.0017357478252386,0.0051684326317507,,,0.0045619657549718085,0.6466025649856488,0.15710470084674066,0.06492521426521047,0.040227564692560835,
Llama-3.2-3B,gsm8kfull,L4,512,0.8542948719185706,0.0023730074542919,0.9,65,gsm8kfull,0.8507692310099418,0.2090384617400092,0.6904807680525268,0.7891346153846154,0.8190972222222221,0.0011602390016517,0.0030793257103533,0.0069473402748609,0.0032173484985227,0.0026188401526902,,,0.0035256409086287244,0.6452564101785614,0.16381410386604378,0.06516025653395519,0.03519764969634842,
Llama-3.2-3B,gsm8kfull,L4,1024,0.8560576921376661,0.0010444978698501,0.9,65,gsm8kfull,0.8520833333500493,0.2122756409482696,0.7005769229088076,0.7902564102564104,0.8249465811965813,0.0023026122221722,0.0041981548190826,0.0082973567079884,0.0026019640586534,0.0012674921183177,,,0.003974358787616872,0.6437820511893966,0.15548076922885856,0.06580128188125578,0.031111110941084874,
Llama-3.2-3B,gsm8kfull,L4,1536,0.8571474357961844,0.0011501009525208,0.9,65,gsm8kfull,0.851025641282113,0.2131089742558124,0.6995833327754949,0.7936538461538462,0.8254647435897434,0.0008571547711748,0.0023939538596867,0.003641511370558,0.0027735009811261,0.0039103483595746,,,0.006121794514071355,0.6440384615403719,0.15756410302068946,0.0634935896423382,0.03168269220644093,
Llama-3.2-3B,gsm8kfull,L4,2048,0.8567307695603142,0.0010878565033629,0.9,65,gsm8kfull,0.8511217950294033,0.2132692307042769,0.7038461540754025,0.7911858974358975,0.8261698717948719,0.000352855460941,0.0043565230862144,0.0045928917922609,0.0021634971507039,0.0027031033556782,,,0.005608974530910915,0.6434615388560374,0.15288461548491172,0.06554487212441673,0.030560897765442352,
Llama-3.2-3B,gsm8kfull,L5,1,0.2260531141207768,0.0025382991241142,0.8,182,gsm8kfull,0.21410256488276,0.0588598907925188,0.1809523812266605,0.0610576923076923,0.0610576923076923,0.0032664205491789,0.0028914753134645,0.002567860793159,0.0028013223152941,0.0028013223152941,,,0.011950549238016805,0.167193223328258,0.04510073289411631,0.16499542181308452,0.16499542181308452,
Llama-3.2-3B,gsm8kfull,L5,2,0.2363667580471357,0.0042346366773102,0.9,182,gsm8kfull,0.2265796704019928,0.0610805862948243,0.1855082418411397,0.0906364468864468,0.0906364468864468,0.0013253890445134,0.001077808091389,0.0047223592620373,0.0014012784485976,0.0014012784485976,,,0.009787087645142883,0.1752861717523114,0.05085851620599599,0.1457303111606889,0.1457303111606889,
Llama-3.2-3B,gsm8kfull,L5,4,0.2746337022838753,0.0040914438709408,0.9,182,gsm8kfull,0.2684905420410559,0.0379521526104596,0.20196314332043,0.1134615384615384,0.1134615384615384,0.0042513968635945,0.0017070951292609,0.0035777829908812,0.0022473360551592,0.0022473360551592,,,0.006143160242819412,0.2366815496734157,0.07267055896344529,0.1611721638223369,0.1611721638223369,
Llama-3.2-3B,gsm8kfull,L5,8,0.3164254673187375,0.0031419263053813,0.9,182,gsm8kfull,0.3109808354679028,0.028873681293113,0.2203990343342801,0.1808881966248037,0.1808881966248037,0.0043629322728159,0.0018378890583011,0.0023048779908348,0.002536464249864,0.002536464249864,,,0.005444631850834714,0.2875517860256245,0.0960264329844574,0.1355372706939338,0.1355372706939338,
Llama-3.2-3B,gsm8kfull,L5,16,0.3439484212964163,0.0041767995559417,0.9,182,gsm8kfull,0.3399247629486959,0.023249390022488,0.2303919098293067,0.1836689488904461,0.1926258802374873,0.0035569738330587,0.0016191091978211,0.0043572995728161,0.0035845670012063,0.0037089004220057,,,0.0040236583477203935,0.3206990312739283,0.11355651146710957,0.16027947240597018,0.15132254105892898,
Llama-3.2-3B,gsm8kfull,L5,32,0.3573692386668012,0.0019119651657457,0.9,182,gsm8kfull,0.3537169925326093,0.019759997171128,0.2361479037191425,0.2194692096924239,0.2017074707699707,0.0036426404028321,0.0011947263797796,0.0024492716943582,0.0032059997799434,0.002742582055888,,,0.0036522461341919055,0.33760924149567323,0.12122133494765872,0.1379000289743773,0.1556617678968305,
Llama-3.2-3B,gsm8kfull,L5,64,0.3678792742010199,0.0015883972488413,0.9,182,gsm8kfull,0.3652497702585226,0.0180898961967587,0.2410306014894975,0.2214155982905982,0.2258276098901099,0.0020875436368023,0.0004984677399044,0.0044998004795686,0.0017257803232731,0.0024848790785009,,,0.00262950394249728,0.3497893780042612,0.1268486727115224,0.1464636759104217,0.14205166431091001,
Llama-3.2-3B,gsm8kfull,L5,128,0.3782955590267103,0.0032189663497543,0.9,182,gsm8kfull,0.3714617676751504,0.0188911781755477,0.2435943224320645,0.2353041056166056,0.2506166056166056,0.0028990167104972,0.0009644138064615,0.0027473655073047,0.0019705995935696,0.001752666074062,,,0.006833791351559926,0.3594043808511626,0.1347012365946458,0.1429914534101047,0.1276789534101047,
Llama-3.2-3B,gsm8kfull,L5,256,0.3855673846543081,0.0019735760142389,0.9,182,gsm8kfull,0.3774858826836196,0.0181547619484283,0.2426720851982838,0.2369810744810745,0.2694478785103785,0.0026984215085701,0.0009404856829166,0.0052754152182306,0.0025527805808346,0.002898910165224,,,0.00808150197068852,0.3674126227058798,0.14289529945602433,0.14858631017323362,0.11611950614392963,
Llama-3.2-3B,gsm8kfull,L5,512,0.3923076924751938,0.0008310152208707,0.9,182,gsm8kfull,0.3777968565790126,0.0176434676212364,0.2482409951278782,0.2406173687423687,0.2834035409035408,0.0013490953416133,0.0010425762092314,0.0021223609420486,0.0021333958356149,0.0014280912145668,,,0.01451083589618124,0.3746642248539574,0.14406669734731561,0.15169032373282512,0.10890415157165301,
Llama-3.2-3B,gsm8kfull,L5,1024,0.398672161311689,0.0008419182487683,0.9,182,gsm8kfull,0.3797161174834034,0.0175213676317843,0.2477106231054966,0.2437461843711843,0.2919925213675213,0.0013115553443188,0.0006227217698029,0.0050919993746811,0.0009303345019446,0.0022806990586427,,,0.018956043828285585,0.3811507936799047,0.15096153820619237,0.15492597694050467,0.10667963994416768,
Llama-3.2-3B,gsm8kfull,L5,1536,0.3995535717705681,0.0010175500598426,0.9,182,gsm8kfull,0.3809065938110194,0.0173534797982145,0.249679487169594,0.2453067765567765,0.2963289835164834,0.0021204625285985,0.0008463886141131,0.0005040786825531,0.000903535747271,0.0009508870075964,,,0.018646977959548727,0.3822000919723536,0.1498740846009741,0.15424679521379162,0.1032245882540847,
Llama-3.2-3B,gsm8kfull,L5,2048,0.4010416666700782,0.0009899802441674,0.9,182,gsm8kfull,0.3800480771441381,0.017326770471443,0.2453296702754284,0.245970695970696,0.299475351037851,0.002155214582392,0.0006925004880607,0.0028966912028721,0.0013400192881558,0.0012386021303655,,,0.020993589525940104,0.3837148961986352,0.15571199639464978,0.15507097069938217,0.10156631563222718,
Llama-3.2-3B,gsm8kfull,Lr,1,0.1000694448283563,0.0049959473071726,1.1,60,gsm8kfull,0.0981250006653782,0.0,0.0576388896184249,0.0,0.0,0.0054310703983134,0.0,0.0048136573643551,0.0,0.0,,,0.0019444441629780929,0.1000694448283563,0.04243055520993139,0.1000694448283563,0.1000694448283563,
Llama-3.2-3B,gsm8kfull,Lr,2,0.1078472224633312,0.0034198832229679,1.0,60,gsm8kfull,0.1078472224633312,0.0,0.0554166670966272,0.0013194444444444,0.0013194444444444,0.0034198832229679,0.0,0.0023236404752186,0.0002523041961747,0.0002523041961747,,,0.0,0.1078472224633312,0.052430555366704,0.1065277780188868,0.1065277780188868,
Llama-3.2-3B,gsm8kfull,Lr,4,0.1016435193156616,0.0035241711360006,1.1,60,gsm8kfull,0.0933796303230338,0.0,0.043055555744407,0.0012384259259259,0.0012384259259259,0.0036727950962565,0.0,0.0032301747750053,0.0006068612749186,0.0006068612749186,,,0.008263888992627796,0.1016435193156616,0.0585879635712546,0.10040509338973569,0.10040509338973569,
Llama-3.2-3B,gsm8kfull,Lr,8,0.0989055068348534,0.0029938317601548,1.1,60,gsm8kfull,0.0907739759345228,0.0,0.035549768789335,0.0039058366402116,0.0039058366402116,0.0062405717715011,0.0,0.0017960976856496,0.0005429341906151,0.0005429341906151,,,0.0081315309003306,0.0989055068348534,0.06335573804551839,0.0949996701946418,0.0949996701946418,
Llama-3.2-3B,gsm8kfull,Lr,16,0.0879791699278737,0.0023243937678088,1.1,60,gsm8kfull,0.0807508282906686,0.0,0.0330740561152601,0.0026318918350168,0.0066058476631393,0.0035838490080418,0.0,0.0028804512310298,0.0010522057421786,0.0010499012327589,,,0.007228341637205107,0.0879791699278737,0.05490511381261361,0.0853472780928569,0.0813733222647344,
Llama-3.2-3B,gsm8kfull,Lr,32,0.0783287039763915,0.0020430064193749,1.1,60,gsm8kfull,0.070743665109492,0.0,0.0288213458054492,0.0041319444444444,0.0047127149470899,0.0026435843107737,0.0,0.0022164706957416,0.0011032709504575,0.0009214721503045,,,0.007585038866899499,0.0783287039763915,0.049507358170942296,0.0741967595319471,0.0736159890293016,
Llama-3.2-3B,gsm8kfull,Lr,64,0.0727777778714274,0.0038459938945569,1.1,60,gsm8kfull,0.0666366569529701,0.0,0.0271064816767142,0.002974537037037,0.0058506944444444,0.0011069687816166,0.0,0.0013513444126648,0.0010415895033148,0.0009183354969054,,,0.00614112091845731,0.0727777778714274,0.045671296194713204,0.0698032408343904,0.066927083426983,
