model,dataset,baseline,stratum,N,mean,std6,n_pids
Qwen2.5-3B,math1k,T0.1,L4,128,0.4291837718253664,0.0029048097970719,203
Qwen2.5-3B,math1k,T0.1,L4,256,0.4264949373740317,0.0010353798722285,203
Qwen2.5-3B,math1k,T0.1,L5,1,0.0584166673819224,0.0024541631368817,200
Qwen2.5-3B,math1k,T0.1,L5,2,0.0609270835667848,0.0017732458929823,200
Qwen2.5-3B,math1k,T0.1,L5,4,0.0500416676525492,0.0011569909677688,200
Qwen2.5-3B,math1k,T0.1,L5,8,0.0472731406777165,0.0013898658966501,200
Qwen2.5-3B,math1k,T0.1,L5,16,0.0424244108982384,0.0011864175991221,200
Qwen2.5-3B,math1k,T0.1,L5,32,0.0419231650308938,0.0015120178999535,200
Qwen2.5-3B,math1k,T0.1,L5,64,0.0425168803149911,0.0008329471766819,200
Qwen2.5-3B,math1k,T0.1,L5,128,0.0435937498967784,0.0015851141596208,200
Qwen2.5-3B,math1k,T0.1,L5,256,0.0436527776205912,0.0007846913600834,200
Qwen2.5-3B,math1k,T0.1,overall,1,0.5047333332402631,0.004300863390383,1000
Qwen2.5-3B,math1k,T0.1,overall,2,0.5103749999230106,0.0034339203282455,1000
Qwen2.5-3B,math1k,T0.1,overall,4,0.5742881961107098,0.0038555976764503,1000
Qwen2.5-3B,math1k,T0.1,overall,8,0.62049142554154,0.003099817612202,1000
Qwen2.5-3B,math1k,T0.1,overall,16,0.6473207337182636,0.0032488979642629,1000
Qwen2.5-3B,math1k,T0.1,overall,32,0.6624399808658831,0.0031824427439277,1000
Qwen2.5-3B,math1k,T0.1,overall,64,0.668651987596609,0.0020815080246287,1000
Qwen2.5-3B,math1k,T0.1,overall,128,0.6715680558386569,0.0017484033290754,1000
Qwen2.5-3B,math1k,T0.1,overall,256,0.6725402779304422,0.0008641647685393,1000
Qwen2.5-3B,math1k,T1.0,L1,1,0.8566582937642208,0.0042379721601069,199
Qwen2.5-3B,math1k,T1.0,L1,2,0.8632328325954314,0.0019051068662435,199
Qwen2.5-3B,math1k,T1.0,L1,4,0.9430538120506397,0.0011104404387923,199
Qwen2.5-3B,math1k,T1.0,L1,8,0.970041103898181,0.0014088979569149,199
Qwen2.5-3B,math1k,T1.0,L1,16,0.9816945842412648,0.0013569173429411,199
Qwen2.5-3B,math1k,T1.0,L1,32,0.9888853994595944,0.0005681373094702,199
Qwen2.5-3B,math1k,T1.0,L1,64,0.992074958069041,0.0012729733330031,199
Qwen2.5-3B,math1k,T1.0,L1,128,0.9952156618611896,0.0005216467256821,199
Qwen2.5-3B,math1k,T1.0,L1,256,0.9964510049901816,0.0005968990115147,199
Qwen2.5-3B,math1k,T1.0,L2,1,0.5288735336266845,0.0065110864777949,199
Qwen2.5-3B,math1k,T1.0,L2,2,0.5522613063785348,0.0043006306453516,199
Qwen2.5-3B,math1k,T1.0,L2,4,0.6968331291797373,0.0026556722745704,199
Qwen2.5-3B,math1k,T1.0,L2,8,0.8072186603961229,0.0031365437378396,199
Qwen2.5-3B,math1k,T1.0,L2,16,0.8680583718084609,0.0032287392278658,199
Qwen2.5-3B,math1k,T1.0,L2,32,0.8973820097799065,0.0025599457969647,199
Qwen2.5-3B,math1k,T1.0,L2,64,0.9119790330040932,0.0006085623721368,199
Qwen2.5-3B,math1k,T1.0,L2,128,0.9208061144058552,0.0028426261751047,199
Qwen2.5-3B,math1k,T1.0,L2,256,0.9253210497230692,0.0004852324779637,199
Qwen2.5-3B,math1k,T1.0,L3,1,0.3925879400588534,0.0042506148678441,199
Qwen2.5-3B,math1k,T1.0,L3,2,0.4198806531402833,0.0030431453978934,199
Qwen2.5-3B,math1k,T1.0,L3,4,0.531009216962142,0.0038060812782122,199
Qwen2.5-3B,math1k,T1.0,L3,8,0.643653088912463,0.0020912381050571,199
Qwen2.5-3B,math1k,T1.0,L3,16,0.7287562458087194,0.0027319049969487,199
Qwen2.5-3B,math1k,T1.0,L3,32,0.7830970547855419,0.0032269741681084,199
Qwen2.5-3B,math1k,T1.0,L3,64,0.8149445150796343,0.0027592062847854,199
Qwen2.5-3B,math1k,T1.0,L3,128,0.834341848638046,0.0022687643057423,199
Qwen2.5-3B,math1k,T1.0,L3,256,0.8456640847782344,0.0011882105698944,199
Qwen2.5-3B,math1k,T1.0,L4,1,0.2904351395226048,0.0045153005394716,203
Qwen2.5-3B,math1k,T1.0,L4,2,0.3079946630470735,0.0040752969635522,203
Qwen2.5-3B,math1k,T1.0,L4,4,0.3842535609603448,0.0024173170929713,203
Qwen2.5-3B,math1k,T1.0,L4,8,0.4716251059578677,0.0037492818860819,203
Qwen2.5-3B,math1k,T1.0,L4,16,0.5414411973830218,0.0028649118306121,203
Qwen2.5-3B,math1k,T1.0,L4,32,0.5904223963003514,0.0034398380905713,203
Qwen2.5-3B,math1k,T1.0,L4,64,0.6198606238920664,0.001476476214845,203
Qwen2.5-3B,math1k,T1.0,L4,128,0.637767515726363,0.0023039053813746,203
Qwen2.5-3B,math1k,T1.0,L4,256,0.6467073760500058,0.003375800259043,203
Qwen2.5-3B,math1k,T1.0,L5,1,0.1130833337067936,0.0037162370107208,200
Qwen2.5-3B,math1k,T1.0,L5,2,0.1258645834385727,0.0022260589548759,200
Qwen2.5-3B,math1k,T1.0,L5,4,0.1394652798612757,0.0023224698430487,200
Qwen2.5-3B,math1k,T1.0,L5,8,0.1620041425675542,0.0042246584628416,200
Qwen2.5-3B,math1k,T1.0,L5,16,0.1782520993875611,0.002707419032732,200
Qwen2.5-3B,math1k,T1.0,L5,32,0.1877111600938951,0.003010853613985,200
Qwen2.5-3B,math1k,T1.0,L5,64,0.190594105553464,0.0027104380498381,200
Qwen2.5-3B,math1k,T1.0,L5,128,0.1927929162699729,0.0023210768843334,200
Qwen2.5-3B,math1k,T1.0,L5,256,0.1962003476064031,0.0026774472989594,200
Qwen2.5-3B,math1k,T1.0,overall,1,0.4354208337869495,0.0047441426108919,1000
Qwen2.5-3B,math1k,T1.0,overall,2,0.4529354169170061,0.0032570282950549,1000
Qwen2.5-3B,math1k,T1.0,overall,4,0.5379048643275164,0.0026070292550592,1000
Qwen2.5-3B,math1k,T1.0,overall,8,0.6099023828111046,0.0031058302113567,1000
Qwen2.5-3B,math1k,T1.0,overall,16,0.6586863141160962,0.0026567496520929,1000
Qwen2.5-3B,math1k,T1.0,overall,32,0.6886015068087339,0.002766883817913,1000
Qwen2.5-3B,math1k,T1.0,overall,64,0.7050312304851832,0.0019552577636505,1000
Qwen2.5-3B,math1k,T1.0,overall,128,0.7153477503025594,0.0022003376245686,1000
Qwen2.5-3B,math1k,T1.0,overall,256,0.7212414586182374,0.0020361364034755,1000
Qwen2.5-3B,math1k,equal_mix,L1,1,0.97751256281407,0.001421320163189,199
Qwen2.5-3B,math1k,equal_mix,L1,2,0.9690012562814072,0.0005656754925838,199
Qwen2.5-3B,math1k,equal_mix,L1,4,0.9894140843104412,0.0004420064193814,199
Qwen2.5-3B,math1k,equal_mix,L1,8,0.9948041297758636,0.0007518276883055,199
Qwen2.5-3B,math1k,equal_mix,L1,16,0.998792573981016,0.0002079796821015,199
Qwen2.5-3B,math1k,equal_mix,L1,32,0.9993823283082076,0.0001795061578673,199
Qwen2.5-3B,math1k,equal_mix,L1,64,0.9998953098827472,0.0001169534342024,199
Qwen2.5-3B,math1k,equal_mix,L1,128,1.0,0.0,199
Qwen2.5-3B,math1k,equal_mix,L1,256,1.0,0.0,199
Qwen2.5-3B,math1k,equal_mix,L2,1,0.6978852596314908,0.0030332541033449,199
Qwen2.5-3B,math1k,equal_mix,L2,2,0.696922110552764,0.0051334124061134,199
Qwen2.5-3B,math1k,equal_mix,L2,4,0.847958542713568,0.0045650029292966,199
Qwen2.5-3B,math1k,equal_mix,L2,8,0.9109646945042674,0.0025956002558165,199
Qwen2.5-3B,math1k,equal_mix,L2,16,0.9474263679508652,0.0009844527071905,199
Qwen2.5-3B,math1k,equal_mix,L2,32,0.9593104410943608,0.0018456207532184,199
Qwen2.5-3B,math1k,equal_mix,L2,64,0.9662479061976548,0.0014605678414234,199
Qwen2.5-3B,math1k,equal_mix,L2,128,0.968456867671692,0.0007033119165742,199
Qwen2.5-3B,math1k,equal_mix,L2,256,0.9704878559463984,0.0005078495898846,199
Qwen2.5-3B,math1k,equal_mix,L3,1,0.4964195979899497,0.0048511010070164,199
Qwen2.5-3B,math1k,equal_mix,L3,2,0.5148555276381908,0.0053405629346804,199
Qwen2.5-3B,math1k,equal_mix,L3,4,0.6631909547738694,0.001884154550147,199
Qwen2.5-3B,math1k,equal_mix,L3,8,0.7673527359017309,0.0028273154283,199
Qwen2.5-3B,math1k,equal_mix,L3,16,0.833707343686929,0.0012346755799023,199
Qwen2.5-3B,math1k,equal_mix,L3,32,0.8770726898380792,0.0032200937737167,199
Qwen2.5-3B,math1k,equal_mix,L3,64,0.9029505164712452,0.0019445824105526,199
Qwen2.5-3B,math1k,equal_mix,L3,128,0.9145589056393076,0.0017917207135367,199
Qwen2.5-3B,math1k,equal_mix,L3,256,0.9189803182579565,0.0007829533032179,199
Qwen2.5-3B,math1k,equal_mix,L4,1,0.2939655172413792,0.006145801436284,203
Qwen2.5-3B,math1k,equal_mix,L4,2,0.3245587027914614,0.0028595350172034,203
Qwen2.5-3B,math1k,equal_mix,L4,4,0.422198275862069,0.0023162769740108,203
Qwen2.5-3B,math1k,equal_mix,L4,8,0.5316164770505901,0.0055137887543813,203
Qwen2.5-3B,math1k,equal_mix,L4,16,0.5851877404432823,0.0031631455664455,203
Qwen2.5-3B,math1k,equal_mix,L4,32,0.6436473971772616,0.0017389829020214,203
Qwen2.5-3B,math1k,equal_mix,L4,64,0.6767066912972085,0.0038505538698446,203
Qwen2.5-3B,math1k,equal_mix,L4,128,0.6966885604816638,0.0015250792651501,203
Qwen2.5-3B,math1k,equal_mix,L4,256,0.7079844006568144,0.0027144550781241,203
Qwen2.5-3B,math1k,equal_mix,L5,1,0.056875,0.0017193748864049,200
Qwen2.5-3B,math1k,equal_mix,L5,2,0.0733645833333333,0.0017714827240666,200
Qwen2.5-3B,math1k,equal_mix,L5,4,0.0831701388888888,0.0017649247833096,200
Qwen2.5-3B,math1k,equal_mix,L5,8,0.119588740079365,0.0008784954511014,200
Qwen2.5-3B,math1k,equal_mix,L5,16,0.118854667814824,0.0028584946023577,200
Qwen2.5-3B,math1k,equal_mix,L5,32,0.1343294448789514,0.0021493183381787,200
Qwen2.5-3B,math1k,equal_mix,L5,64,0.1317793981481481,0.001870909705267,200
Qwen2.5-3B,math1k,equal_mix,L5,128,0.1328371527777777,0.0020737803546882,200
Qwen2.5-3B,math1k,equal_mix,L5,256,0.1332694444444444,0.0015842095528708,200
Qwen2.5-3B,math1k,equal_mix,overall,1,0.5032416666666666,0.0038954815120459,1000
Qwen2.5-3B,math1k,equal_mix,overall,2,0.5145333333333333,0.0036429466698447,1000
Qwen2.5-3B,math1k,equal_mix,overall,4,0.5999524305555556,0.0025699148657315,1000
Qwen2.5-3B,math1k,equal_mix,overall,8,0.6637870833333332,0.0030610216034359,1000
Qwen2.5-3B,math1k,equal_mix,overall,16,0.6957693757110944,0.0020420923559172,1000
Qwen2.5-3B,math1k,equal_mix,overall,32,0.7218436369916633,0.0020701447485924,1000
Qwen2.5-3B,math1k,equal_mix,overall,64,0.7346769907407408,0.0022112514690385,1000
Qwen2.5-3B,math1k,equal_mix,overall,128,0.7417153472222222,0.0014385899999257,1000
Qwen2.5-3B,math1k,equal_mix,overall,256,0.7453788888888888,0.0014734369833616,1000
Qwen2.5-3B,math1k,random_T,L1,1,0.8999371881810466,0.003893863415508,199
Qwen2.5-3B,math1k,random_T,L1,2,0.9046796506623328,0.0017279010529776,199
Qwen2.5-3B,math1k,random_T,L1,4,0.960308489912319,0.0031596007786679,199
Qwen2.5-3B,math1k,random_T,L1,8,0.9808833852934478,0.0008662946302191,199
Qwen2.5-3B,math1k,random_T,L1,16,0.9896168349875478,0.0014407716453433,199
Qwen2.5-3B,math1k,random_T,L1,32,0.9938459663435044,0.0007415261745757,199
Qwen2.5-3B,math1k,random_T,L1,64,0.9960915689891708,0.0005067983370822,199
Qwen2.5-3B,math1k,random_T,L1,128,0.9968697656339138,0.0006004142182965,199
Qwen2.5-3B,math1k,random_T,L1,256,0.9977177555736784,0.0005834160835673,199
Qwen2.5-3B,math1k,random_T,L2,1,0.5944304841459795,0.0062590884362202,199
Qwen2.5-3B,math1k,random_T,L2,2,0.6166352599085475,0.0046846686744636,199
Qwen2.5-3B,math1k,random_T,L2,4,0.7593104457248695,0.0035854408709024,199
Qwen2.5-3B,math1k,random_T,L2,8,0.8518234562734063,0.0034128079386718,199
Qwen2.5-3B,math1k,random_T,L2,16,0.9016313571202096,0.0017632545999423,199
Qwen2.5-3B,math1k,random_T,L2,32,0.92650667591554,0.0019429298413376,199
Qwen2.5-3B,math1k,random_T,L2,64,0.9393256230098842,0.0022601510167901,199
Qwen2.5-3B,math1k,random_T,L2,128,0.942786852005476,0.0008654016058387,199
Qwen2.5-3B,math1k,random_T,L2,256,0.9458123959064284,0.002978385134649,199
Qwen2.5-3B,math1k,random_T,L3,1,0.4512562809115778,0.0055816230915245,199
Qwen2.5-3B,math1k,random_T,L3,2,0.4647822445398899,0.0018830257116292,199
Qwen2.5-3B,math1k,random_T,L3,4,0.5876256340687199,0.0050233669358722,199
Qwen2.5-3B,math1k,random_T,L3,8,0.698364441939809,0.0054078232211862,199
Qwen2.5-3B,math1k,random_T,L3,16,0.7767659154731524,0.0050307669661755,199
Qwen2.5-3B,math1k,random_T,L3,32,0.8207500880830602,0.0058541263713323,199
Qwen2.5-3B,math1k,random_T,L3,64,0.8452986009166245,0.0022299964528569,199
Qwen2.5-3B,math1k,random_T,L3,128,0.8585311990204757,0.0024641544203893,199
Qwen2.5-3B,math1k,random_T,L3,256,0.8662025418890705,0.0030447779763674,199
Qwen2.5-3B,math1k,random_T,L4,1,0.3163998353085518,0.0025387585381514,203
Qwen2.5-3B,math1k,random_T,L4,2,0.3321018057450199,0.0034228182269371,203
Qwen2.5-3B,math1k,random_T,L4,4,0.4076508665143869,0.0075381205116584,203
Qwen2.5-3B,math1k,random_T,L4,8,0.4890932169878987,0.0048378438092219,203
Qwen2.5-3B,math1k,random_T,L4,16,0.5533809123426211,0.0033298270189478,203
Qwen2.5-3B,math1k,random_T,L4,32,0.5945039867608516,0.003993525872287,203
Qwen2.5-3B,math1k,random_T,L4,64,0.6228101309633558,0.0046810772877281,203
Qwen2.5-3B,math1k,random_T,L4,128,0.6370674520287486,0.0030906716830559,203
Qwen2.5-3B,math1k,random_T,L4,256,0.6420977022192993,0.0034860895696528,203
Qwen2.5-3B,math1k,random_T,L5,1,0.1057916670991107,0.0036993805529477,200
Qwen2.5-3B,math1k,random_T,L5,2,0.1129062503009724,0.0029247726823511,200
Qwen2.5-3B,math1k,random_T,L5,4,0.1201788216705123,0.003920096973316,200
Qwen2.5-3B,math1k,random_T,L5,8,0.1337586319658051,0.0046545467578297,200
Qwen2.5-3B,math1k,random_T,L5,16,0.1426328062209844,0.002613393021831,200
Qwen2.5-3B,math1k,random_T,L5,32,0.1480147492841933,0.002428535106438,200
Qwen2.5-3B,math1k,random_T,L5,64,0.1485368234559428,0.0011660583877972,200
Qwen2.5-3B,math1k,random_T,L5,128,0.1507552337545591,0.0034941036942404,200
Qwen2.5-3B,math1k,random_T,L5,256,0.1486892361550902,0.003875876135159,200
Qwen2.5-3B,math1k,random_T,overall,1,0.4725666666819403,0.0045889607345836,1000
Qwen2.5-3B,math1k,random_T,overall,2,0.4852312504934768,0.0031234876613809,1000
Qwen2.5-3B,math1k,random_T,overall,4,0.5659305596079988,0.0049168096432435,1000
Qwen2.5-3B,math1k,random_T,overall,8,0.6297208348595305,0.0041678453487689,1000
Qwen2.5-3B,math1k,random_T,overall,16,0.6717976938583501,0.0031120708776821,1000
Qwen2.5-3B,math1k,random_T,overall,32,0.6957667025073703,0.003478157852417,1000
Qwen2.5-3B,math1k,random_T,overall,64,0.70950026406697,0.0026033511212357,1000
Qwen2.5-3B,math1k,random_T,overall,128,0.7163151150280611,0.0024103884608037,1000
Qwen2.5-3B,math1k,random_T,overall,256,0.7192204867620021,0.0030247956871821,1000
Qwen2.5-3B,mathfull,T0.1,L1,1,0.9766728068107912,0.0004121556468581,2715
Qwen2.5-3B,mathfull,T0.1,L1,2,0.9771723460280288,0.0004007949637155,2715
Qwen2.5-3B,mathfull,T0.1,L1,4,0.9959192764327306,9.395978896507604e-05,2715
Qwen2.5-3B,mathfull,T0.1,L1,8,0.9995649173700276,3.6456416832633607e-05,2715
Qwen2.5-3B,mathfull,T0.1,L1,16,0.9999792817877142,1.6147017673520463e-05,2715
Qwen2.5-3B,mathfull,T0.1,L1,32,0.9999984653176084,3.759188776504501e-06,2715
Qwen2.5-3B,mathfull,T0.1,L1,64,1.0,0.0,2715
Qwen2.5-3B,mathfull,T0.1,L1,128,1.0,0.0,2715
Qwen2.5-3B,mathfull,T0.1,L1,256,1.0,0.0,2715
Qwen2.5-3B,mathfull,T0.1,L2,1,0.7008246528243439,0.0042020531147563,384
Qwen2.5-3B,mathfull,T0.1,L2,2,0.7071994363149213,0.0027825013390202,384
Qwen2.5-3B,mathfull,T0.1,L2,4,0.8567183893173933,0.0032871908168742,384
Qwen2.5-3B,mathfull,T0.1,L2,8,0.9371773109823052,0.0011309782789793,384
Qwen2.5-3B,mathfull,T0.1,L2,16,0.977639433539783,0.0010473464812097,384
Qwen2.5-3B,mathfull,T0.1,L2,32,0.9940592460851704,0.000479190610129,384
Qwen2.5-3B,mathfull,T0.1,L2,64,0.9988118493929506,0.0002186085234042,384
Qwen2.5-3B,mathfull,T0.1,L2,128,0.9999240451854552,8.148859839211714e-05,384
Qwen2.5-3B,mathfull,T0.1,L2,256,1.0,0.0,384
Qwen2.5-3B,mathfull,T0.1,L3,1,0.5059300326192337,0.0064456233791329,293
Qwen2.5-3B,mathfull,T0.1,L3,2,0.5141638227493689,0.0039566889344903,293
Qwen2.5-3B,mathfull,T0.1,L3,4,0.6416631137382184,0.0049782048090747,293
Qwen2.5-3B,mathfull,T0.1,L3,8,0.7491218233745931,0.0023102474625871,293
Qwen2.5-3B,mathfull,T0.1,L3,16,0.8203747170310853,0.0022883126073837,293
Qwen2.5-3B,mathfull,T0.1,L3,32,0.8617747451673528,0.0013664315686295,293
Qwen2.5-3B,mathfull,T0.1,L3,64,0.8847956968353801,0.0021597767504057,293
Qwen2.5-3B,mathfull,T0.1,L3,128,0.8968358935334798,0.0024212269473955,293
Qwen2.5-3B,mathfull,T0.1,L3,256,0.9026166101100732,0.0022295054608195,293
Qwen2.5-3B,mathfull,T0.1,L4,1,0.2956024935427754,0.0027557627496158,361
Qwen2.5-3B,mathfull,T0.1,L4,2,0.3071791315580256,0.0040825651897335,361
Qwen2.5-3B,mathfull,T0.1,L4,4,0.3447878225031459,0.0020260535983096,361
Qwen2.5-3B,mathfull,T0.1,L4,8,0.3933486161854149,0.0047380993052813,361
Qwen2.5-3B,mathfull,T0.1,L4,16,0.4247139127269759,0.0039491693369786,361
Qwen2.5-3B,mathfull,T0.1,L4,32,0.447550017012168,0.0020509863093702,361
Qwen2.5-3B,mathfull,T0.1,L4,64,0.4544667596589096,0.001761766424925,361
Qwen2.5-3B,mathfull,T0.1,L4,128,0.4571772086002372,0.0042366789913679,361
Qwen2.5-3B,mathfull,T0.1,L4,256,0.4603974304126708,0.0017689866333895,361
Qwen2.5-3B,mathfull,T0.1,L5,1,0.0565528821644752,0.0008182505694057,1018
Qwen2.5-3B,mathfull,T0.1,L5,2,0.0597229046963909,0.0008923503280388,1018
Qwen2.5-3B,mathfull,T0.1,L5,4,0.0473647957263494,0.0005943592474702,1018
Qwen2.5-3B,mathfull,T0.1,L5,8,0.0425533020024409,0.0011342744432591,1018
Qwen2.5-3B,mathfull,T0.1,L5,16,0.0392192339476177,0.0008194623676635,1018
Qwen2.5-3B,mathfull,T0.1,L5,32,0.0364318975156643,0.0007048581383844,1018
Qwen2.5-3B,mathfull,T0.1,L5,64,0.0359395857476193,0.0008565560456945,1018
Qwen2.5-3B,mathfull,T0.1,L5,128,0.0348111767194202,0.0006892745811738,1018
Qwen2.5-3B,mathfull,T0.1,L5,256,0.0349815815823493,0.0003964497948769,1018
Qwen2.5-3B,mathfull,T0.1,overall,1,0.6776994699110583,0.0021878690914628,4771
Qwen2.5-3B,mathfull,T0.1,overall,2,0.6805548284531475,0.0017626826916525,4771
Qwen2.5-3B,mathfull,T0.1,overall,4,0.7112961130394256,0.0016681322692446,4771
Qwen2.5-3B,mathfull,T0.1,overall,8,0.729093616476002,0.0015506968840437,4771
Qwen2.5-3B,mathfull,T0.1,overall,16,0.7386237659350539,0.0013165766903253,4771
Qwen2.5-3B,mathfull,T0.1,overall,32,0.7436319035800432,0.0007466286977145,4771
Qwen2.5-3B,mathfull,T0.1,overall,64,0.7458473879412287,0.000825660495979,4771
Qwen2.5-3B,mathfull,T0.1,overall,128,0.7466406414507608,0.0013491046576172,4771
Qwen2.5-3B,mathfull,T0.1,overall,256,0.7472817835238016,0.0007586705973963,4771
Qwen2.5-3B,mathfull,T1.0,L1,1,0.8513628012672788,0.0012142970467105,2715
Qwen2.5-3B,mathfull,T1.0,L1,2,0.8604005538289045,0.0005069812983819,2715
Qwen2.5-3B,mathfull,T1.0,L1,4,0.9435628987090666,0.000358590588159,2715
Qwen2.5-3B,mathfull,T1.0,L1,8,0.974280806303372,0.0003916529459867,2715
Qwen2.5-3B,mathfull,T1.0,L1,16,0.9861971168230564,0.0001433338168988,2715
Qwen2.5-3B,mathfull,T1.0,L1,32,0.9908950047562912,0.0001451755732322,2715
Qwen2.5-3B,mathfull,T1.0,L1,64,0.993124398998253,0.0001186271308449,2715
Qwen2.5-3B,mathfull,T1.0,L1,128,0.9940139656660631,9.229947686628832e-05,2715
Qwen2.5-3B,mathfull,T1.0,L1,256,0.994616329070853,5.797570213876277e-05,2715
Qwen2.5-3B,mathfull,T1.0,L2,1,0.5231553811220996,0.0033773105998809,384
Qwen2.5-3B,mathfull,T1.0,L2,2,0.5484483502012962,0.0024736728327914,384
Qwen2.5-3B,mathfull,T1.0,L2,4,0.6937608552596228,0.0028822151663565,384
Qwen2.5-3B,mathfull,T1.0,L2,8,0.8064956425595383,0.0018519190791498,384
Qwen2.5-3B,mathfull,T1.0,L2,16,0.870048874022258,0.002225840541926,384
Qwen2.5-3B,mathfull,T1.0,L2,32,0.900749393524974,0.0021477585061607,384
Qwen2.5-3B,mathfull,T1.0,L2,64,0.9165056377302486,0.000960362518127,384
Qwen2.5-3B,mathfull,T1.0,L2,128,0.924996383794577,0.0011793194960088,384
Qwen2.5-3B,mathfull,T1.0,L2,256,0.9283311633383468,0.0007178205596301,384
Qwen2.5-3B,mathfull,T1.0,L3,1,0.3827787254639266,0.0020194400706482,293
Qwen2.5-3B,mathfull,T1.0,L3,2,0.410153583417921,0.0039645936824106,293
Qwen2.5-3B,mathfull,T1.0,L3,4,0.5153666613363916,0.0034458753295657,293
Qwen2.5-3B,mathfull,T1.0,L3,8,0.6261223043390339,0.0034543572886763,293
Qwen2.5-3B,mathfull,T1.0,L3,16,0.7123262173812986,0.0039589884648997,293
Qwen2.5-3B,mathfull,T1.0,L3,32,0.7626423050198636,0.0026332009655228,293
Qwen2.5-3B,mathfull,T1.0,L3,64,0.7937961563105621,0.0019894147755252,293
Qwen2.5-3B,mathfull,T1.0,L3,128,0.8114505126231072,0.0015749313275471,293
Qwen2.5-3B,mathfull,T1.0,L3,256,0.822337173458943,0.0015248266623486,293
Qwen2.5-3B,mathfull,T1.0,L4,1,0.2885849490883869,0.0033207557424735,361
Qwen2.5-3B,mathfull,T1.0,L4,2,0.3100992609026119,0.0034113699746898,361
Qwen2.5-3B,mathfull,T1.0,L4,4,0.3880549823722973,0.0020188482214566,361
Qwen2.5-3B,mathfull,T1.0,L4,8,0.4822058039849592,0.0032291388125329,361
Qwen2.5-3B,mathfull,T1.0,L4,16,0.5575092522287053,0.0021216153559426,361
Qwen2.5-3B,mathfull,T1.0,L4,32,0.6128686307518832,0.0017111179680774,361
Qwen2.5-3B,mathfull,T1.0,L4,64,0.6471901987866342,0.0030801548435706,361
Qwen2.5-3B,mathfull,T1.0,L4,128,0.6696072835161325,0.0014439378534271,361
Qwen2.5-3B,mathfull,T1.0,L4,256,0.6819627200298884,0.0014883729161489,361
Qwen2.5-3B,mathfull,T1.0,L5,1,0.1078380817677349,0.001423888569087,1018
Qwen2.5-3B,mathfull,T1.0,L5,2,0.1179170761719106,0.0010889845268923,1018
Qwen2.5-3B,mathfull,T1.0,L5,4,0.1318949895486121,0.0006257975767331,1018
Qwen2.5-3B,mathfull,T1.0,L5,8,0.1492818757445968,0.0006932636761967,1018
Qwen2.5-3B,mathfull,T1.0,L5,16,0.1609391484620521,0.0009152259423534,1018
Qwen2.5-3B,mathfull,T1.0,L5,32,0.169771856881392,0.0010130891297944,1018
Qwen2.5-3B,mathfull,T1.0,L5,64,0.1751685785586331,0.0013940866180099,1018
Qwen2.5-3B,mathfull,T1.0,L5,128,0.1779491377606138,0.0012243073124376,1018
Qwen2.5-3B,mathfull,T1.0,L5,256,0.1810764299710046,0.0006602126441681,1018
Qwen2.5-3B,mathfull,T1.0,overall,1,0.5949390425933642,0.0018095818002903,4771
Qwen2.5-3B,mathfull,T1.0,overall,2,0.6075774652678835,0.0016545815155227,4771
Qwen2.5-3B,mathfull,T1.0,overall,4,0.6819402259868498,0.0013649028289996,4771
Qwen2.5-3B,mathfull,T1.0,overall,8,0.726129908986465,0.00140985014389,4771
Qwen2.5-3B,mathfull,T1.0,overall,16,0.7515054317084043,0.0013756182119462,4771
Qwen2.5-3B,mathfull,T1.0,overall,32,0.7658132941530974,0.0011178656857475,4771
Qwen2.5-3B,mathfull,T1.0,overall,64,0.7740118333058752,0.0012074135271435,4771
Qwen2.5-3B,mathfull,T1.0,overall,128,0.7785751372770233,0.000864121339613,4771
Qwen2.5-3B,mathfull,T1.0,overall,256,0.7814570613318033,0.0006684296786613,4771
Qwen2.5-3B,mathfull,equal_mix,L1,1,0.9773066298342512,0.0005073238660815,2715
Qwen2.5-3B,mathfull,equal_mix,L1,2,0.9694221915285454,0.0002261475260829,2715
Qwen2.5-3B,mathfull,equal_mix,L1,4,0.990718743605484,0.0001717911607716,2715
Qwen2.5-3B,mathfull,equal_mix,L1,8,0.99544588777807,0.0002326954195282,2715
Qwen2.5-3B,mathfull,equal_mix,L1,16,0.9979771587886228,5.543675904241785e-05,2715
Qwen2.5-3B,mathfull,equal_mix,L1,32,0.9984492019643952,6.53980635067689e-05,2715
Qwen2.5-3B,mathfull,equal_mix,L1,64,0.99875,4.442372986399585e-05,2715
Qwen2.5-3B,mathfull,equal_mix,L1,128,0.9987407918968692,7.047357829947549e-05,2715
Qwen2.5-3B,mathfull,equal_mix,L1,256,0.9987239103744628,5.088813576301446e-05,2715
Qwen2.5-3B,mathfull,equal_mix,L2,1,0.6975260416666668,0.0038851426260596,384
Qwen2.5-3B,mathfull,equal_mix,L2,2,0.6966471354166667,0.0022018302317295,384
Qwen2.5-3B,mathfull,equal_mix,L2,4,0.8428864655671299,0.0024543000009185,384
Qwen2.5-3B,mathfull,equal_mix,L2,8,0.9075597692418984,0.0029267188359683,384
Qwen2.5-3B,mathfull,equal_mix,L2,16,0.9428030960648152,0.0018565322785876,384
Qwen2.5-3B,mathfull,equal_mix,L2,32,0.9575551576967596,0.0004332188733139,384
Qwen2.5-3B,mathfull,equal_mix,L2,64,0.965375434027778,0.0008167048923257,384
Qwen2.5-3B,mathfull,equal_mix,L2,128,0.9673502604166666,0.0008237671139524,384
